monat,jahr,meldestelle_code,tarifverbund_id,angebot_gruppe,umsatz_eur
5,2024,MS-HAM-006,12,130,25560.33
10,2024,MS-MUC-004,19,100,6544.92
8,2025,MS-MUC-001,13,210,17450.21
1,2024,MS-BER-006,15,200,19861.53
10,2024,MS-FRA-001,4,200,2524.13
10,2024,MS-DUI-002,14,200,5922.01
2,2025,MS-DRS-001,14,200,7299.26
2,2024,MS-DRS-005,12,110,8249.6
4,2024,MS-LEJ-001,5,130,24509.59
5,2024,MS-HAJ-003,14,200,13666.76
11,2024,MS-ESS-002,16,110,26576.77
3,2025,MS-STR-001,6,210,26358.46
9,2025,MS-CGN-003,10,100,20647.32
4,2025,MS-FRA-006,5,200,27507.66
1,2025,MS-DUI-001,8,200,25553.63
4,2024,MS-ESS-004,1,110,8425.27
6,2025,MS-LEJ-006,9,100,19149.91
7,2024,MS-CGN-001,7,100,32404.49
8,2024,MS-BER-006,16,200,31474.21
9,2025,MS-DUI-003,3,100,27324.99
9,2024,MS-DRS-003,6,200,26701.54
3,2025,MS-DUI-001,19,200,25144.74
4,2025,MS-NUE-006,14,130,16111.72
11,2024,MS-FRA-007,6,210,12024.59
3,2024,MS-LEJ-007,17,210,7845.22
8,2024,MS-DUS-003,8,100,3489.09
10,2024,MS-DUI-003,3,100,14543.74
12,2024,MS-DRS-004,10,120,29353.86
10,2024,MS-DUI-004,16,120,30491.63
7,2024,MS-DUS-003,20,110,15988.98
6,2024,MS-ESS-002,19,110,34338.06
3,2025,MS-LEJ-006,2,210,5546.98
12,2024,MS-FRA-001,19,200,13059.1
9,2025,MS-ESS-003,18,200,32110.81
11,2024,MS-HAM-003,14,130,19848.63
4,2025,MS-DUI-004,11,130,22362.15
4,2024,MS-NUE-002,4,110,33844.88
9,2025,MS-DUS-001,2,100,33691.08
3,2025,MS-DRS-001,10,200,12785.95
4,2024,MS-LEJ-003,13,110,14703.19
4,2025,MS-DUS-004,10,200,16603.93
2,2024,MS-NUE-005,17,110,27172.2
11,2024,MS-CGN-001,4,130,29515.59
10,2025,MS-BER-002,4,110,29640.61
3,2024,MS-DTM-003,7,110,27970.42
1,2025,MS-ESS-002,19,200,30118.72
8,2025,MS-BER-004,19,110,26124.38
1,2025,MS-LEJ-002,9,200,28779.33
4,2024,MS-HAJ-002,20,130,3764.13
6,2024,MS-HAJ-001,17,110,14579.45
12,2024,MS-NUE-004,7,110,20436.62
2,2024,MS-HAM-005,14,200,15084.13
10,2024,MS-DTM-002,20,120,27897.41
7,2024,MS-HAJ-004,2,120,1271.84
12,2024,MS-DUI-005,6,210,6018.41
8,2025,MS-CGN-003,18,130,33981.8
5,2024,MS-ESS-003,8,100,819.65
8,2025,MS-BER-006,8,100,25141.51
12,2025,MS-HAM-007,13,120,25483.75
5,2025,MS-FRA-003,8,120,19454.52
3,2025,MS-DTM-001,14,130,26036.52
12,2025,MS-DTM-003,1,120,8664.99
8,2024,MS-HAM-002,5,120,14181.3
2,2024,MS-BER-002,9,130,22588.95
4,2025,MS-HAM-007,17,110,10905.79
12,2025,MS-DRS-004,2,100,16267.74
4,2024,MS-ESS-003,9,110,5190.87
3,2024,MS-LEJ-007,10,100,12478.1
10,2025,MS-DTM-005,14,130,30147.51
11,2025,MS-DRS-003,14,200,27218.72
12,2024,MS-FRA-001,2,100,8258.07
9,2025,MS-FRA-006,10,110,5444.22
7,2024,MS-DUI-003,14,100,20968.35
11,2025,MS-CGN-003,11,120,13420.78
3,2025,MS-HAJ-003,4,110,15375.47
8,2024,MS-BRE-001,15,200,6386.56
11,2024,MS-ESS-001,9,100,31849.98
2,2024,MS-BRE-003,19,210,10249.73
3,2025,MS-STR-003,17,110,24093.48
7,2024,MS-NUE-006,1,120,545.11
2,2024,MS-DTM-002,9,210,3734.82
5,2024,MS-BRE-003,10,130,9102.85
3,2025,MS-STR-004,13,210,22906.84
12,2024,MS-MUC-005,3,130,1177.31
9,2024,MS-BER-001,15,110,28147.33
2,2025,MS-HAM-004,7,110,6009.06
5,2025,MS-DUI-004,16,210,13316.45
5,2024,MS-HAJ-006,6,100,26309.03
12,2024,MS-NUE-005,15,200,1708.17
5,2024,MS-STR-003,16,110,33847.28
8,2025,MS-DUS-001,1,100,31924.74
3,2024,MS-CGN-001,14,110,34234.15
1,2024,MS-HAM-003,20,210,6167.81
10,2024,MS-MUC-005,18,200,24330.8
1,2024,MS-BER-006,12,120,1335.64
7,2025,MS-DUI-005,3,200,15612.41
10,2025,MS-STR-005,13,110,14862.21
3,2024,MS-CGN-001,4,130,27895.64
9,2024,MS-BER-002,18,100,13604.47
8,2024,MS-STR-002,1,100,6007.27
4,2024,MS-DUS-003,14,110,25771.59
9,2024,MS-DUS-002,10,110,15450.5
3,2025,MS-HAM-001,9,100,680.92
7,2024,MS-HAJ-005,1,110,9055.73
11,2024,MS-DRS-002,13,210,21579.47
1,2024,MS-NUE-004,15,110,25219.02
12,2024,MS-NUE-005,12,100,16897.34
12,2024,MS-HAM-002,9,110,3156.17
12,2024,MS-CGN-001,5,200,34520.14
10,2024,MS-NUE-003,5,130,33557.26
6,2024,MS-HAJ-006,5,130,5670.42
11,2025,MS-HAJ-006,13,110,21199.23
8,2025,MS-HAM-006,11,130,11860.28
1,2024,MS-MUC-002,17,100,27009.76
6,2024,MS-BRE-001,16,210,25458.48
2,2024,MS-DTM-005,6,120,1282.29
12,2024,MS-NUE-001,8,120,5095.34
7,2025,MS-HAM-004,15,100,23229.35
11,2025,MS-DUI-005,13,130,5042.49
8,2025,MS-BER-002,9,100,31449.37
7,2025,MS-CGN-001,9,200,26972.38
10,2024,MS-DUI-004,7,120,27404.47
6,2024,MS-LEJ-006,8,130,28377.98
9,2024,MS-CGN-001,11,100,32079.34
9,2024,MS-HAM-002,19,130,34281.36
12,2025,MS-FRA-004,8,130,12615.35
11,2024,MS-HAJ-005,9,130,16425.98
4,2024,MS-LEJ-003,6,110,10279.35
11,2025,MS-CGN-001,18,200,15260.75
7,2024,MS-STR-005,15,210,12154.72
3,2024,MS-ESS-002,12,130,7565.56
5,2024,MS-BER-003,15,200,33407.98
7,2024,MS-DTM-005,6,200,21099.51
11,2025,MS-DTM-004,2,120,26855.7
11,2024,MS-BER-006,13,210,32280.81
8,2024,MS-HAM-001,13,210,32685.24
10,2025,MS-MUC-001,1,120,5168.95
6,2025,MS-HAJ-001,20,200,17048.48
2,2024,MS-LEJ-005,5,200,6639.43
9,2024,MS-NUE-001,2,210,30945.94
6,2025,MS-DUI-005,18,200,15924.65
3,2025,MS-MUC-002,20,110,8529.66
5,2025,MS-LEJ-003,13,130,2504.13
9,2025,MS-DUI-003,9,120,9035.0
9,2024,MS-DUS-001,8,120,15916.48
8,2025,MS-MUC-001,12,210,26800.58
6,2024,MS-DUI-004,16,100,22897.63
2,2025,MS-FRA-007,10,120,8369.4
12,2025,MS-ESS-003,8,110,30444.52
7,2025,MS-LEJ-007,12,130,27221.24
7,2024,MS-FRA-002,12,130,6384.31
9,2025,MS-DTM-005,19,130,28391.99
7,2025,MS-BER-006,17,100,643.57
8,2025,MS-NUE-003,17,100,829.76
10,2025,MS-HAJ-003,17,200,7371.87
10,2024,MS-DUI-003,13,100,15922.2
5,2025,MS-DUS-001,8,110,21400.31
7,2025,MS-DTM-004,18,110,9127.47
12,2025,MS-NUE-001,19,200,17260.11
12,2025,MS-DUS-001,19,200,27476.01
12,2025,MS-NUE-001,12,100,14251.12
11,2025,MS-HAJ-004,3,120,10619.63
5,2025,MS-DUI-001,10,210,12639.94
5,2024,MS-NUE-003,12,200,26381.74
1,2024,MS-BRE-002,3,120,23345.7
4,2025,MS-STR-001,13,130,16884.52
11,2024,MS-FRA-001,18,210,25579.33
1,2024,MS-BRE-003,19,100,1163.92
9,2025,MS-MUC-004,10,100,17648.48
7,2025,MS-LEJ-001,6,110,12623.61
3,2025,MS-DUI-005,12,110,33226.68
1,2024,MS-ESS-004,8,100,12407.27
3,2024,MS-HAJ-002,1,200,17412.94
6,2024,MS-DTM-001,13,130,5859.96
1,2024,MS-NUE-002,17,130,27540.28
9,2025,MS-NUE-005,6,120,2122.15
4,2024,MS-FRA-003,7,200,26429.11
10,2025,MS-DRS-003,11,110,30524.21
8,2025,MS-DUI-001,13,120,20557.28
5,2024,MS-DUI-004,3,210,34125.37
8,2024,MS-DRS-004,12,210,16644.92
1,2025,MS-DUI-006,8,130,30873.81
3,2024,MS-DTM-001,5,100,3070.34
11,2025,MS-BER-005,5,120,33842.73
3,2025,MS-FRA-006,13,120,2072.57
9,2024,MS-LEJ-006,7,130,845.39
8,2025,MS-DTM-001,16,100,26958.36
7,2025,MS-DRS-004,2,110,3462.04
12,2024,MS-DTM-005,4,100,3395.88
8,2024,MS-DRS-002,14,100,7505.77
8,2025,MS-MUC-005,19,110,22459.31
11,2024,MS-ESS-003,18,130,12315.48
3,2024,MS-HAJ-003,9,200,32142.72
12,2025,MS-DTM-005,2,120,15410.96
12,2025,MS-FRA-007,1,210,14704.44
4,2025,MS-NUE-004,10,100,3154.11
4,2025,MS-DTM-002,5,200,9950.36
5,2025,MS-HAM-003,3,130,28783.74
4,2024,MS-NUE-005,7,200,13984.01
9,2024,MS-ESS-004,17,110,26287.99
10,2025,MS-MUC-005,20,200,5394.32
3,2024,MS-MUC-005,17,100,15311.68
11,2024,MS-NUE-001,6,210,7823.76
10,2024,MS-STR-004,4,200,31699.41
1,2025,MS-BER-001,16,200,23001.61
9,2024,MS-HAM-007,11,210,16190.24
6,2025,MS-BER-005,9,100,4239.94
6,2024,MS-BER-001,16,200,8043.55
7,2024,MS-DUI-004,6,110,25433.87
7,2025,MS-NUE-002,16,210,5000.43
7,2024,MS-STR-003,4,210,30788.57
9,2025,MS-BRE-002,18,100,19452.72
11,2024,MS-FRA-006,20,100,25510.59
3,2025,MS-CGN-002,8,200,20244.87
2,2025,MS-CGN-002,12,130,7220.02
8,2025,MS-LEJ-005,5,130,14930.87
12,2025,MS-BER-006,16,210,2138.27
11,2025,MS-FRA-003,15,100,3825.58
8,2024,MS-STR-004,4,110,13069.5
8,2024,MS-BER-001,1,200,30556.8
9,2025,MS-BER-002,7,110,10263.41
2,2025,MS-LEJ-007,6,200,8760.28
6,2025,MS-DTM-002,18,100,677.71
10,2024,MS-HAM-005,9,130,31155.58
7,2024,MS-BER-002,18,200,15028.71
7,2024,MS-BER-004,16,110,6724.37
1,2025,MS-NUE-002,20,210,27457.79
12,2024,MS-BER-006,20,210,18161.44
12,2024,MS-MUC-001,10,200,34398.95
2,2024,MS-NUE-003,15,100,2556.2
3,2024,MS-LEJ-007,15,130,3013.78
9,2024,MS-CGN-003,17,210,24269.83
1,2024,MS-FRA-005,4,200,7600.46
1,2024,MS-STR-002,11,130,11260.27
4,2024,MS-HAM-002,11,210,17643.84
8,2024,MS-FRA-007,8,100,3090.31
9,2024,MS-HAJ-001,5,200,2933.37
12,2024,MS-BER-006,8,100,13724.57
11,2024,MS-DUI-003,18,120,26018.83
4,2025,MS-BER-006,20,210,8961.61
11,2025,MS-DTM-003,18,200,12244.4
5,2024,MS-STR-005,2,130,17878.38
9,2025,MS-LEJ-007,4,210,24965.45
2,2024,MS-NUE-005,5,200,7434.55
7,2024,MS-FRA-005,2,110,12193.74
11,2025,MS-BER-001,4,110,8380.93
7,2024,MS-LEJ-004,2,110,8097.89
11,2025,MS-DUI-001,1,210,34240.05
2,2025,MS-ESS-001,14,210,24970.35
4,2025,MS-HAM-006,5,110,10703.79
8,2025,MS-DRS-005,11,210,30449.02
5,2024,MS-DUS-001,4,130,19969.61
1,2024,MS-DRS-001,16,210,3200.84
3,2024,MS-MUC-002,6,130,12952.75
10,2024,MS-MUC-004,9,120,17950.86
8,2024,MS-FRA-002,5,130,16836.27
11,2024,MS-HAM-005,11,120,21817.63
11,2024,MS-DTM-004,7,130,15111.69
4,2024,MS-BER-005,18,100,30059.87
8,2025,MS-MUC-003,1,210,17863.09
5,2025,MS-NUE-006,6,210,31802.61
7,2024,MS-DRS-003,5,210,21406.63
4,2024,MS-LEJ-003,2,200,11549.95
10,2024,MS-FRA-005,9,200,6844.96
7,2024,MS-DRS-004,20,120,14859.08
4,2025,MS-FRA-004,3,130,17113.78
11,2024,MS-NUE-006,18,200,31657.16
7,2025,MS-MUC-001,8,110,25968.43
7,2024,MS-CGN-001,17,200,4705.74
12,2024,MS-DRS-005,18,210,21918.68
3,2025,MS-LEJ-002,9,200,5106.29
11,2025,MS-STR-004,12,210,6736.52
3,2025,MS-STR-004,3,130,3132.5
4,2025,MS-HAJ-003,16,110,27575.09
2,2025,MS-DRS-005,9,120,22104.58
9,2025,MS-HAM-003,8,110,26178.03
8,2025,MS-FRA-004,7,120,10394.02
7,2024,MS-NUE-002,7,130,19783.86
7,2024,MS-ESS-004,10,200,13034.62
8,2024,MS-DUI-001,16,100,24056.94
3,2024,MS-BER-004,7,100,8218.64
2,2024,MS-BER-001,8,110,16101.62
7,2024,MS-HAM-005,19,100,28017.45
11,2025,MS-STR-001,4,130,32380.99
12,2024,MS-DRS-005,7,110,20711.48
3,2024,MS-ESS-002,11,100,3970.63
3,2025,MS-NUE-002,15,130,33846.16
9,2024,MS-MUC-004,11,110,28634.28
8,2024,MS-DRS-003,14,100,3877.23
7,2024,MS-NUE-001,9,110,4170.98
10,2025,MS-BER-002,14,100,9770.51
10,2025,MS-STR-003,6,110,14662.58
6,2024,MS-STR-003,14,210,22530.13
6,2024,MS-MUC-001,12,100,25601.69
5,2024,MS-DUI-005,2,130,25253.63
6,2024,MS-DTM-005,3,120,13839.44
12,2024,MS-LEJ-006,3,120,23536.66
4,2024,MS-DUI-006,20,130,31522.26
4,2024,MS-HAM-006,15,110,11988.69
10,2024,MS-HAJ-002,4,200,32352.18
3,2024,MS-MUC-004,7,110,7045.33
9,2025,MS-STR-005,14,100,2630.08
1,2025,MS-FRA-005,1,100,18962.39
9,2024,MS-LEJ-007,9,200,22334.73
8,2024,MS-DUI-005,5,120,5045.49
9,2024,MS-LEJ-001,13,100,21347.35
11,2024,MS-NUE-002,20,120,9512.36
7,2024,MS-NUE-005,5,210,25631.26
6,2025,MS-MUC-003,20,100,20464.82
6,2024,MS-LEJ-002,16,210,11961.96
12,2025,MS-DRS-002,6,130,24172.41
5,2024,MS-STR-004,6,110,34985.59
7,2025,MS-NUE-004,18,120,18171.41
10,2024,MS-BER-003,7,110,2760.77
9,2024,MS-BER-006,7,210,13029.57
7,2024,MS-STR-005,12,120,14114.29
4,2025,MS-FRA-007,20,210,22659.4
7,2024,MS-BER-004,7,130,22858.27
12,2024,MS-HAM-007,1,110,33161.93
2,2024,MS-DRS-001,7,120,7282.08
8,2025,MS-HAM-004,6,120,26627.45
1,2024,MS-HAJ-004,11,120,34715.32
6,2025,MS-DUI-005,12,100,10647.91
1,2024,MS-HAJ-001,12,120,27786.31
12,2025,MS-BER-002,19,200,23142.63
9,2025,MS-FRA-006,5,100,20394.33
1,2024,MS-DUI-004,8,130,8231.63
4,2024,MS-STR-003,18,210,8548.52
4,2024,MS-FRA-002,16,200,1857.51
12,2024,MS-STR-001,6,110,12212.72
11,2024,MS-BER-006,10,200,34460.67
1,2024,MS-BER-003,18,200,28869.46
11,2025,MS-ESS-004,17,210,5909.21
1,2024,MS-NUE-003,13,100,13804.69
8,2024,MS-DRS-005,5,120,20395.76
3,2025,MS-HAM-003,10,100,6731.29
1,2025,MS-CGN-003,5,200,23948.3
11,2025,MS-MUC-004,18,130,11993.78
3,2024,MS-DRS-001,13,130,29602.41
12,2024,MS-LEJ-006,17,120,18441.89
12,2025,MS-HAJ-005,20,100,16720.53
9,2024,MS-LEJ-004,9,120,12477.0
5,2024,MS-FRA-005,3,110,8755.32
10,2024,MS-HAM-005,3,210,16691.15
8,2024,MS-FRA-003,2,120,34334.99
5,2025,MS-HAM-007,8,200,19887.52
2,2025,MS-DUS-001,14,120,6269.38
10,2024,MS-DRS-002,10,110,30155.53
9,2025,MS-NUE-001,17,110,4941.66
12,2025,MS-HAM-001,16,110,9412.67
3,2024,MS-HAJ-001,5,110,4850.01
10,2024,MS-BER-007,17,210,16452.85
3,2025,MS-DTM-004,10,210,26183.74
8,2024,MS-DUI-002,6,110,18945.7
6,2024,MS-HAM-007,9,120,31094.13
3,2025,MS-DUS-003,15,120,26273.52
1,2025,MS-DUI-005,14,100,14893.13
3,2025,MS-BRE-003,15,120,22099.98
4,2025,MS-DUS-002,13,200,4910.18
12,2025,MS-CGN-002,12,100,885.96
5,2024,MS-BRE-002,18,120,12857.33
1,2025,MS-BER-001,10,110,16127.08
2,2025,MS-STR-002,8,130,1432.67
5,2024,MS-BER-005,9,120,32191.99
11,2025,MS-DRS-005,8,130,7257.35
12,2025,MS-FRA-002,1,110,15528.26
2,2025,MS-STR-005,17,110,1599.42
11,2025,MS-DTM-005,16,130,6683.18
8,2025,MS-HAJ-002,15,210,7351.68
11,2024,MS-FRA-007,10,100,14722.75
8,2024,MS-MUC-002,14,120,32176.14
2,2025,MS-DUI-005,7,210,6077.08
5,2025,MS-FRA-004,18,110,16065.02
11,2025,MS-DUI-005,13,200,8514.34
5,2025,MS-NUE-002,6,130,13537.82
1,2024,MS-HAM-003,10,200,19260.42
1,2024,MS-MUC-005,6,120,22157.32
9,2025,MS-DUI-003,11,130,12813.55
2,2025,MS-LEJ-007,13,210,7246.61
11,2025,MS-CGN-001,12,120,9430.42
2,2025,MS-HAJ-001,1,120,6729.02
4,2025,MS-BER-003,3,120,25374.38
2,2024,MS-MUC-005,10,210,23006.1
11,2024,MS-CGN-001,1,200,32959.81
12,2024,MS-DRS-003,7,200,25192.94
3,2024,MS-MUC-003,5,130,18072.55
3,2024,MS-DUI-004,6,110,23527.16
4,2024,MS-HAM-006,20,100,772.08
7,2024,MS-ESS-004,10,110,2762.47
8,2025,MS-BRE-001,4,130,34822.32
8,2025,MS-MUC-005,20,120,33952.48
9,2024,MS-STR-004,6,130,31488.89
1,2025,MS-BER-005,17,200,27307.58
8,2024,MS-DTM-001,6,100,16687.55
6,2024,MS-LEJ-002,8,130,7363.45
4,2024,MS-HAM-002,1,130,6965.51
4,2024,MS-HAM-001,19,200,29126.8
7,2025,MS-CGN-002,6,200,657.64
11,2024,MS-DTM-001,16,210,699.98
7,2024,MS-STR-001,12,110,17574.16
7,2025,MS-DUS-002,6,130,9960.21
10,2024,MS-HAM-001,15,100,32592.05
10,2024,MS-DRS-005,11,210,8773.68
6,2024,MS-HAJ-001,7,210,13620.11
1,2024,MS-LEJ-001,1,200,28304.31
1,2025,MS-LEJ-002,17,120,11027.41
2,2025,MS-BER-005,18,130,24209.04
11,2024,MS-NUE-001,12,200,27705.12
3,2024,MS-DUI-004,20,100,14802.49
1,2024,MS-HAM-005,11,210,21401.64
11,2024,MS-NUE-003,17,130,15525.64
10,2024,MS-ESS-001,13,110,12635.72
11,2024,MS-DUS-003,19,200,23827.39
7,2025,MS-LEJ-006,7,130,6477.03
9,2024,MS-BER-007,11,210,33650.88
11,2024,MS-FRA-003,15,130,15504.45
8,2024,MS-HAJ-004,8,210,11013.59
5,2024,MS-NUE-004,7,200,26281.63
12,2025,MS-HAJ-006,7,100,8204.89
3,2024,MS-DTM-005,18,210,10377.65
12,2025,MS-DUS-004,8,100,27233.26
8,2024,MS-DUS-002,6,100,4870.18
9,2024,MS-HAM-004,2,200,24129.2
4,2025,MS-NUE-001,8,110,25092.32
12,2024,MS-FRA-003,5,100,32324.43
10,2024,MS-HAM-002,1,210,34025.62
6,2025,MS-FRA-002,16,200,21797.71
3,2025,MS-HAJ-006,18,120,33924.33
12,2024,MS-ESS-001,17,200,30882.83
10,2025,MS-STR-004,5,100,17219.1
7,2024,MS-BER-005,17,110,3903.25
10,2025,MS-HAM-004,6,200,28226.7
12,2024,MS-STR-001,4,100,16358.76
7,2025,MS-BRE-002,20,210,12272.48
8,2024,MS-HAM-005,18,110,7960.05
8,2024,MS-FRA-005,18,200,32494.64
12,2025,MS-NUE-005,16,210,28287.38
2,2025,MS-STR-003,19,210,23377.99
2,2024,MS-HAJ-002,16,100,13471.41
7,2025,MS-HAM-007,10,200,23856.54
11,2025,MS-HAJ-004,11,200,10558.3
2,2024,MS-HAM-002,6,200,29037.76
4,2025,MS-ESS-002,9,100,2546.4
12,2024,MS-HAM-005,16,120,26702.06
10,2024,MS-BER-003,20,130,1443.53
12,2025,MS-HAM-001,10,210,12746.29
1,2025,MS-MUC-001,13,110,19453.73
12,2025,MS-DRS-004,8,100,21592.63
9,2025,MS-DUS-004,15,210,1058.7
5,2024,MS-ESS-003,2,200,30828.29
11,2024,MS-FRA-006,15,210,19192.22
9,2024,MS-ESS-004,6,130,28256.4
12,2025,MS-FRA-004,6,120,15485.04
9,2025,MS-NUE-005,19,110,27678.23
8,2024,MS-FRA-005,2,200,637.79
4,2024,MS-DTM-001,14,200,23879.55
1,2024,MS-STR-001,14,200,33424.14
6,2025,MS-DUS-002,5,130,2448.66
8,2025,MS-LEJ-004,3,120,3484.85
10,2024,MS-STR-003,8,100,23436.43
4,2025,MS-STR-004,15,120,13946.31
4,2024,MS-HAM-005,14,110,18036.83
3,2024,MS-NUE-003,18,130,33683.42
10,2025,MS-NUE-001,1,200,5859.07
5,2025,MS-ESS-003,16,120,27020.6
8,2025,MS-STR-002,18,200,2574.98
6,2024,MS-DTM-001,9,120,1144.49
10,2025,MS-DUI-003,3,200,17179.96
12,2025,MS-ESS-002,12,210,31676.66
8,2025,MS-DRS-004,20,120,5272.79
10,2025,MS-BER-004,19,100,34864.3
10,2025,MS-DUS-004,10,120,11041.59
6,2024,MS-BRE-002,12,120,23968.57
10,2024,MS-HAJ-002,4,130,3735.3
4,2024,MS-MUC-002,7,210,1195.63
9,2025,MS-MUC-002,12,210,5314.47
11,2025,MS-NUE-002,16,100,6328.42
11,2025,MS-HAJ-006,12,120,2456.93
8,2024,MS-DRS-004,5,110,30531.78
12,2024,MS-MUC-005,13,210,5861.23
10,2024,MS-NUE-004,19,110,33372.83
1,2025,MS-DRS-004,16,200,15105.27
11,2025,MS-FRA-006,18,130,22646.58
5,2025,MS-DTM-003,18,210,28402.71
5,2025,MS-DUI-006,14,130,4351.88
1,2025,MS-HAJ-006,20,100,14485.46
8,2025,MS-CGN-001,10,210,31779.79
12,2024,MS-HAM-004,8,100,31865.69
6,2025,MS-BER-004,19,100,6145.98
8,2024,MS-ESS-003,1,120,24314.96
7,2024,MS-NUE-003,10,110,15308.54
1,2025,MS-NUE-001,20,210,21712.67
6,2025,MS-STR-002,8,130,12406.84
5,2025,MS-STR-003,6,110,27181.43
10,2025,MS-BER-007,3,130,28901.19
7,2024,MS-FRA-007,11,120,16539.69
1,2025,MS-HAJ-005,2,130,8696.67
11,2024,MS-HAJ-004,6,110,18844.62
7,2025,MS-DUS-002,13,110,3219.79
10,2024,MS-DUI-001,19,120,28763.71
1,2025,MS-DRS-004,18,120,23321.65
3,2024,MS-DUI-006,13,120,21439.21
7,2025,MS-HAM-004,5,100,10819.54
1,2024,MS-CGN-002,17,210,30115.97
7,2024,MS-LEJ-003,17,130,24480.55
9,2024,MS-HAM-007,5,130,16437.72
4,2025,MS-BER-004,17,200,6434.8
2,2025,MS-DUS-002,4,110,15194.93
10,2025,MS-BER-004,9,120,25277.14
5,2025,MS-FRA-003,16,210,8963.28
7,2024,MS-HAJ-001,10,130,22081.43
3,2025,MS-HAJ-002,13,200,13246.19
2,2025,MS-DTM-001,13,210,3842.2
5,2025,MS-LEJ-004,12,200,748.52
9,2025,MS-CGN-001,4,130,22087.13
4,2024,MS-DTM-005,6,210,13789.97
3,2025,MS-ESS-003,20,100,11990.95
4,2025,MS-FRA-004,19,130,9473.82
9,2024,MS-HAJ-002,15,100,24403.73
10,2025,MS-HAM-003,17,120,27078.23
5,2024,MS-ESS-001,3,130,20281.48
10,2024,MS-LEJ-006,18,130,15822.32
10,2024,MS-HAM-002,18,210,31260.21
5,2025,MS-FRA-003,15,130,13585.7
8,2024,MS-DRS-003,5,200,13974.54
11,2024,MS-DUI-001,7,110,6085.69
10,2025,MS-MUC-005,14,200,34582.11
3,2024,MS-CGN-002,9,100,4254.76
3,2024,MS-DUS-004,11,110,22453.28
7,2025,MS-CGN-002,17,120,1587.92
7,2025,MS-DUS-003,16,120,21415.52
6,2025,MS-DUI-003,12,200,26241.59
1,2024,MS-BRE-002,20,200,29348.05
9,2025,MS-NUE-004,15,100,30038.68
9,2024,MS-MUC-001,4,100,18768.68
10,2025,MS-CGN-003,7,110,15288.27
12,2025,MS-BER-005,17,100,33933.8
4,2025,MS-STR-004,4,110,1579.0
7,2024,MS-BRE-003,6,120,2073.13
4,2025,MS-NUE-006,7,100,24970.33
7,2024,MS-DTM-004,4,210,33282.81
12,2025,MS-BRE-001,5,110,30324.25
1,2025,MS-DRS-005,1,110,7537.52
3,2024,MS-DUS-001,19,210,11216.47
9,2024,MS-LEJ-002,12,100,4400.17
1,2025,MS-LEJ-001,8,120,9778.35
6,2024,MS-ESS-004,7,130,6581.77
9,2024,MS-BER-004,19,110,16170.62
5,2024,MS-HAM-006,1,120,25545.43
3,2025,MS-ESS-004,9,110,20583.26
5,2025,MS-STR-002,8,210,25581.05
7,2024,MS-DTM-003,13,110,33746.46
10,2024,MS-FRA-004,19,200,5776.89
2,2024,MS-DTM-005,2,210,24565.41
3,2024,MS-HAM-005,11,100,14522.19
12,2025,MS-NUE-006,18,110,24473.79
5,2024,MS-DUI-001,12,100,28924.84
12,2025,MS-FRA-001,5,130,14867.91
10,2024,MS-HAJ-003,13,110,30446.64
1,2025,MS-DTM-005,20,110,18239.5
6,2025,MS-DTM-003,2,210,34138.83
5,2024,MS-HAJ-005,17,110,17021.2
9,2024,MS-DTM-002,13,210,17564.28
11,2025,MS-MUC-005,15,110,29023.18
5,2025,MS-DUS-004,2,100,6559.27
7,2024,MS-HAM-002,1,130,1116.9
6,2025,MS-ESS-001,18,200,23975.01
1,2025,MS-LEJ-003,19,210,27923.13
12,2024,MS-CGN-003,3,200,31134.68
5,2024,MS-HAM-002,1,120,31914.48
1,2025,MS-HAJ-006,17,100,6407.8
3,2025,MS-DUS-004,12,110,31319.77
2,2025,MS-BER-003,13,210,11835.21
11,2024,MS-HAJ-005,16,110,18426.98
9,2024,MS-HAJ-006,7,200,29247.5
5,2024,MS-DUS-004,16,210,33514.03
10,2024,MS-NUE-006,20,110,7342.97
4,2025,MS-LEJ-003,9,110,18448.9
2,2025,MS-BER-005,8,110,34252.12
6,2024,MS-LEJ-006,10,200,32151.93
7,2024,MS-HAJ-006,9,110,17040.86
12,2024,MS-BRE-001,10,100,14043.29
3,2024,MS-NUE-006,9,120,4454.51
6,2025,MS-HAM-006,15,210,17169.77
8,2025,MS-DTM-005,5,210,12639.69
7,2025,MS-LEJ-001,14,100,18607.32
3,2024,MS-NUE-002,4,100,17220.89
7,2024,MS-HAJ-002,7,210,8378.81
3,2024,MS-FRA-001,6,120,13690.03
8,2024,MS-MUC-002,18,100,28805.54
1,2024,MS-DRS-004,4,210,17578.4
8,2024,MS-BER-004,16,200,13314.57
12,2024,MS-BRE-001,18,130,26844.2
3,2024,MS-HAJ-006,18,200,17273.44
10,2025,MS-DRS-005,13,130,13017.05
12,2024,MS-DTM-005,14,130,11611.75
11,2024,MS-DUI-004,12,110,17394.98
1,2025,MS-FRA-003,13,110,24989.22
3,2024,MS-DUS-004,7,200,9517.38
2,2025,MS-HAM-006,13,110,16759.44
11,2024,MS-STR-003,19,120,9161.6
3,2024,MS-DTM-002,19,110,7583.77
8,2025,MS-NUE-006,1,200,6053.77
3,2024,MS-BRE-003,5,200,7551.87
2,2025,MS-DTM-001,13,110,15964.68
3,2024,MS-NUE-003,1,210,10993.54
7,2024,MS-LEJ-005,8,200,31485.77
