jahr,monat,tarifverbund_id,angebot_gruppe,bundesland_code2,anteil
2025,11,6,210,3,0.0374
2025,11,6,210,16,0.7278
2024,5,15,210,8,0.1935
2024,5,15,210,1,0.1411
2024,5,15,210,12,0.0436
2024,5,15,210,4,0.1008
2024,5,15,210,11,0.178
2024,5,15,210,5,0.1267
2024,5,15,210,3,0.2163
2025,5,19,210,5,0.1959
2025,5,19,210,14,0.061
2025,5,19,210,9,0.1165
2025,5,19,210,1,0.2484
2025,5,19,210,10,0.1177
2025,5,19,210,2,0.1064
2025,5,19,210,7,0.1541
2025,8,12,100,10,0.3304
2025,8,12,100,1,0.0233
2025,8,12,100,4,0.0068
2025,8,12,100,14,0.0362
2025,8,12,100,15,0.142
2025,8,12,100,5,0.2107
2025,8,12,100,6,0.0016
2025,8,12,100,11,0.249
2025,11,19,130,10,0.0153
2025,11,19,130,13,0.1827
2025,11,19,130,12,0.364
2025,11,19,130,6,0.2719
2025,11,19,130,9,0.1661
2024,12,11,110,14,0.0555
2024,12,11,110,16,0.041
2024,12,11,110,12,0.1535
2024,12,11,110,3,0.1361
2024,12,11,110,9,0.0078
2024,12,11,110,1,0.2611
2024,12,11,110,10,0.345
2025,12,1,110,14,0.1974
2025,12,1,110,2,0.1671
2025,12,1,110,12,0.0879
2025,12,1,110,16,0.1647
2025,12,1,110,4,0.1643
2025,12,1,110,15,0.0314
2025,12,1,110,6,0.1872
2024,3,13,110,2,0.1369
2024,3,13,110,6,0.0506
2024,3,13,110,9,0.1984
2024,3,13,110,14,0.1594
2024,3,13,110,4,0.2056
2024,3,13,110,8,0.1832
2024,3,13,110,11,0.0659
2025,2,8,200,6,0.0976
2025,2,8,200,16,0.2068
2025,2,8,200,12,0.0233
2025,2,8,200,11,0.2452
2025,2,8,200,4,0.2081
2025,2,8,200,10,0.219
2025,4,4,110,14,0.4525
2025,4,4,110,16,0.3548
2025,4,4,110,3,0.1138
2025,4,4,110,8,0.0259
2025,4,4,110,13,0.053
2024,10,13,100,9,0.0758
2024,10,13,100,16,0.2869
2024,10,13,100,10,0.2389
2024,10,13,100,1,0.1589
2024,10,13,100,4,0.2374
2024,10,13,100,13,0.0021
2024,4,10,100,16,0.1841
2024,4,10,100,2,0.0292
2024,4,10,100,14,0.1357
2024,4,10,100,9,0.1988
2024,4,10,100,7,0.082
2024,4,10,100,15,0.1565
2024,4,10,100,5,0.2137
2024,6,17,120,12,0.3183
2024,6,17,120,10,0.1525
2024,6,17,120,3,0.1759
2024,6,17,120,1,0.1389
2024,6,17,120,6,0.2144
2024,9,17,200,3,0.0584
2024,9,17,200,2,0.1854
2024,9,17,200,11,0.1985
2024,9,17,200,4,0.1224
2024,9,17,200,8,0.2542
2024,9,17,200,10,0.1157
2024,9,17,200,9,0.0654
2025,1,15,130,4,0.1149
2025,1,15,130,2,0.1838
2025,1,15,130,7,0.0079
2025,1,15,130,1,0.1525
2025,1,15,130,9,0.177
2025,1,15,130,10,0.1329
2025,1,15,130,6,0.1944
2025,1,15,130,12,0.0366
2025,8,3,100,7,0.3987
2025,8,3,100,16,0.2518
2025,8,3,100,12,0.0052
2025,8,3,100,9,0.3443
2025,4,15,110,15,0.0552
2025,4,15,110,7,0.2161
2025,4,15,110,11,0.246
2025,4,15,110,12,0.2198
2025,4,15,110,2,0.2629
2024,7,16,120,1,0.4543
2024,7,16,120,11,0.1231
2024,7,16,120,8,0.1359
2024,7,16,120,5,0.2867
2025,9,19,200,16,0.1222
2025,9,19,200,10,0.1793
2025,9,19,200,14,0.1343
2025,9,19,200,15,0.1804
2025,9,19,200,3,0.1761
2025,9,19,200,8,0.1652
2025,9,19,200,2,0.0425
2024,3,10,200,16,0.1158
2024,3,10,200,12,0.1655
2024,3,10,200,9,0.2172
2024,3,10,200,14,0.1265
2024,3,10,200,11,0.1386
2024,3,10,200,6,0.0894
2024,3,10,200,3,0.147
2024,2,13,110,9,0.0149
2024,2,13,110,13,0.2655
2024,2,13,110,4,0.166
2024,2,13,110,10,0.1883
2024,2,13,110,8,0.1373
2024,2,13,110,7,0.1449
2024,2,13,110,14,0.0831
2025,6,18,110,10,0.2114
2025,6,18,110,13,0.0753
2025,6,18,110,5,0.0268
2025,6,18,110,6,0.2341
2025,6,18,110,8,0.1098
2025,6,18,110,11,0.1413
2025,6,18,110,14,0.2013
2025,6,10,120,14,0.1532
2025,6,10,120,3,0.1657
2025,6,10,120,7,0.1982
2025,6,10,120,11,0.0218
2025,6,10,120,6,0.078
2025,6,10,120,5,0.1869
2025,6,10,120,4,0.1464
2025,6,10,120,13,0.0498
2025,4,19,200,7,0.155
2025,4,19,200,15,0.0967
2025,4,19,200,10,0.1269
2025,4,19,200,9,0.1639
2025,4,19,200,6,0.2023
2025,4,19,200,11,0.0762
2025,4,19,200,14,0.179
2024,3,7,120,8,0.2117
2024,3,7,120,15,0.2535
2024,3,7,120,11,0.0229
2024,3,7,120,16,0.1516
2024,3,7,120,6,0.0984
2024,3,7,120,7,0.2619
2025,2,6,210,2,0.0201
2025,2,6,210,8,0.1573
2025,2,6,210,14,0.2379
2025,2,6,210,12,0.2863
2025,2,6,210,4,0.2984
2025,10,7,120,13,0.2517
2025,10,7,120,2,0.2458
2025,10,7,120,11,0.001
2025,10,7,120,14,0.1945
2025,10,7,120,4,0.0834
2025,10,7,120,6,0.2236
2024,8,2,130,7,0.4144
2024,8,2,130,4,0.2337
2024,8,2,130,12,0.1955
2024,8,2,130,14,0.1564
2025,12,3,200,11,0.054
2025,12,3,200,3,0.1842
2025,12,3,200,9,0.2317
2025,12,3,200,6,0.2239
2025,12,3,200,16,0.1646
2025,12,3,200,1,0.0945
2025,12,3,200,15,0.0471
2025,6,15,130,8,0.3011
2025,6,15,130,6,0.1061
2025,6,15,130,12,0.1678
2025,6,15,130,11,0.0978
2025,6,15,130,14,0.257
2025,6,15,130,15,0.0702
2024,12,15,210,8,0.0375
2024,12,15,210,5,0.2122
2024,12,15,210,16,0.3066
2024,12,15,210,14,0.4437
2025,4,6,130,8,0.3287
2025,4,6,130,12,0.014
2025,4,6,130,6,0.3271
2025,4,6,130,14,0.0122
2025,4,6,130,13,0.1369
2025,4,6,130,15,0.1566
2025,4,6,130,16,0.0245
2025,7,18,130,10,0.2993
2025,7,18,130,5,0.2993
2025,7,18,130,13,0.0416
2025,7,18,130,6,0.06
2025,7,18,130,16,0.2064
2025,7,18,130,15,0.0934
2024,5,10,110,3,0.0084
2024,5,10,110,11,0.2056
2024,5,10,110,16,0.0289
2024,5,10,110,8,0.043
2024,5,10,110,15,0.2431
2024,5,10,110,1,0.2535
2024,5,10,110,7,0.1513
2024,5,10,110,6,0.0662
2025,12,2,130,1,0.0998
2025,12,2,130,6,0.0018
2025,12,2,130,7,0.1031
2025,12,2,130,5,0.1485
2025,12,2,130,13,0.3259
2025,12,2,130,14,0.1366
2025,12,2,130,9,0.1337
2025,12,2,130,15,0.0506
2025,9,1,210,7,0.1354
2025,9,1,210,12,0.2085
2025,9,1,210,6,0.1644
2025,9,1,210,16,0.1825
2025,9,1,210,1,0.2505
2025,9,1,210,8,0.0587
2025,9,4,130,5,0.19
2025,9,4,130,8,0.1152
2025,9,4,130,7,0.0082
2025,9,4,130,4,0.0499
2025,9,4,130,10,0.2078
2025,9,4,130,12,0.0684
2025,9,4,130,1,0.1585
2025,9,4,130,16,0.202
2025,5,2,100,14,0.116
2025,5,2,100,15,0.4331
2025,5,2,100,10,0.0945
2025,5,2,100,1,0.3564
2024,3,19,110,11,0.1581
2024,3,19,110,16,0.2091
2024,3,19,110,1,0.1491
2024,3,19,110,7,0.3241
2024,3,19,110,2,0.1596
2025,10,8,130,3,0.2512
2025,10,8,130,6,0.0898
2025,10,8,130,11,0.133
2025,10,8,130,2,0.0143
2025,10,8,130,16,0.1877
2025,10,8,130,1,0.2045
2025,10,8,130,14,0.0703
2025,10,8,130,4,0.0492
2025,12,5,130,3,0.2409
2025,12,5,130,9,0.2652
2025,12,5,130,11,0.2873
2025,12,5,130,4,0.2066
2025,2,5,210,3,0.0395
2025,2,5,210,12,0.2989
2025,2,5,210,10,0.0789
2025,2,5,210,16,0.1689
2025,2,5,210,14,0.0561
2025,2,5,210,7,0.3233
2025,2,5,210,15,0.0148
2025,2,5,210,13,0.0196
2024,8,16,130,5,0.173
2024,8,16,130,15,0.1089
2024,8,16,130,3,0.1767
2024,8,16,130,9,0.0211
2024,8,16,130,4,0.1114
2024,8,16,130,11,0.2178
2024,8,16,130,8,0.1911
2024,8,3,110,15,0.0716
2024,8,3,110,13,0.0589
2024,8,3,110,3,0.245
2024,8,3,110,9,0.3082
2024,8,3,110,14,0.2773
2024,8,3,110,1,0.0096
2024,8,3,110,7,0.0294
2024,2,20,100,14,0.4044
2024,2,20,100,10,0.116
2024,2,20,100,9,0.3156
2024,2,20,100,1,0.164
2025,7,12,130,11,0.2416
2025,7,12,130,3,0.1193
2025,7,12,130,12,0.1981
2025,7,12,130,5,0.0056
2025,7,12,130,8,0.122
2025,7,12,130,7,0.2375
2025,7,12,130,1,0.0759
2025,12,13,100,9,0.1136
2025,12,13,100,15,0.2962
2025,12,13,100,14,0.291
2025,12,13,100,6,0.2992
2024,9,5,200,16,0.0081
2024,9,5,200,8,0.0021
2024,9,5,200,9,0.4012
2024,9,5,200,14,0.3488
2024,9,5,200,5,0.2398
2025,6,20,120,15,0.0447
2025,6,20,120,8,0.1935
2025,6,20,120,13,0.1574
2025,6,20,120,1,0.1428
2025,6,20,120,7,0.2899
2025,6,20,120,2,0.1717
2024,4,10,210,13,0.2
2024,4,10,210,9,0.1712
2024,4,10,210,1,0.3303
2024,4,10,210,16,0.2985
2025,9,10,200,3,0.0081
2025,9,10,200,12,0.1031
2025,9,10,200,11,0.2614
2025,9,10,200,13,0.0225
2025,9,10,200,7,0.1558
2025,9,10,200,5,0.1281
2025,9,10,200,2,0.101
2025,9,10,200,8,0.22
2024,11,2,130,1,0.114
2024,11,2,130,13,0.0867
2024,11,2,130,4,0.134
2024,11,2,130,2,0.2469
2024,11,2,130,12,0.2379
2024,11,2,130,11,0.1805
2024,12,6,100,15,0.254
2024,12,6,100,10,0.2489
2024,12,6,100,9,0.2152
2024,12,6,100,4,0.2819
2025,12,15,120,12,0.5782
2025,12,15,120,4,0.0702
2025,12,15,120,6,0.3364
2025,12,15,120,11,0.0152
2025,3,17,100,3,0.1355
2025,3,17,100,10,0.0007
2025,3,17,100,9,0.1822
2025,3,17,100,11,0.1222
2025,3,17,100,5,0.1795
2025,3,17,100,14,0.2022
2025,3,17,100,1,0.1777
2025,11,10,120,4,0.2555
2025,11,10,120,6,0.2853
2025,11,10,120,3,0.0216
2025,11,10,120,1,0.3257
2025,11,10,120,8,0.0229
2025,11,10,120,12,0.089
2024,10,2,110,12,0.2541
2024,10,2,110,16,0.2355
2024,10,2,110,8,0.1067
2024,10,2,110,10,0.0302
2024,10,2,110,7,0.0195
2024,10,2,110,14,0.354
2024,3,16,120,2,0.4575
2024,3,16,120,15,0.0004
2024,3,16,120,14,0.5421
2025,11,7,100,4,0.7826
2025,11,7,100,8,0.0298
2025,11,7,100,9,0.1876
2024,1,20,100,2,0.2004
2024,1,20,100,3,0.0579
2024,1,20,100,6,0.2703
2024,1,20,100,11,0.2221
2024,1,20,100,5,0.2493
2024,2,3,210,6,0.1853
2024,2,3,210,1,0.0968
2024,2,3,210,2,0.186
2024,2,3,210,15,0.1626
2024,2,3,210,11,0.0973
2024,2,3,210,3,0.1333
2024,2,3,210,10,0.1387
2025,8,14,210,11,0.1653
2025,8,14,210,16,0.0562
2025,8,14,210,4,0.1678
2025,8,14,210,10,0.0765
2025,8,14,210,7,0.0847
2025,8,14,210,6,0.1498
2025,8,14,210,13,0.1359
2025,8,14,210,8,0.1638
2024,9,14,210,6,0.1605
2024,9,14,210,1,0.0435
2024,9,14,210,5,0.0601
2024,9,14,210,2,0.194
2024,9,14,210,7,0.1622
2024,9,14,210,14,0.1754
2024,9,14,210,13,0.0192
2024,9,14,210,16,0.1851
2025,9,5,120,8,0.2381
2025,9,5,120,16,0.2696
2025,9,5,120,13,0.2451
2025,9,5,120,10,0.2472
2025,11,18,130,15,0.2718
2025,11,18,130,7,0.2316
2025,11,18,130,9,0.0014
2025,11,18,130,2,0.16
2025,11,18,130,12,0.1037
2025,11,18,130,11,0.2315
2024,4,11,200,10,0.1192
2024,4,11,200,16,0.2892
2024,4,11,200,11,0.2063
2024,4,11,200,1,0.0315
2024,4,11,200,6,0.1091
2024,4,11,200,9,0.2447
2025,2,10,210,2,0.0584
2025,2,10,210,4,0.2504
2025,2,10,210,14,0.2297
2025,2,10,210,13,0.1515
2025,2,10,210,6,0.0905
2025,2,10,210,9,0.0091
2025,2,10,210,7,0.2104
2024,6,12,120,14,0.0679
2024,6,12,120,4,0.2063
2024,6,12,120,3,0.2763
2024,6,12,120,5,0.0454
2024,6,12,120,6,0.0545
2024,6,12,120,15,0.3231
2024,6,12,120,12,0.0265
2025,3,20,200,12,0.1889
2025,3,20,200,13,0.1283
2025,3,20,200,16,0.1407
2025,3,20,200,2,0.153
2025,3,20,200,9,0.1256
2025,3,20,200,5,0.1723
2025,3,20,200,7,0.0161
2025,3,20,200,10,0.0751
2025,7,1,100,14,0.202
2025,7,1,100,2,0.0554
2025,7,1,100,9,0.0767
2025,7,1,100,11,0.2615
2025,7,1,100,4,0.1484
2025,7,1,100,1,0.2449
2025,7,1,100,8,0.0111
2025,7,6,110,5,0.1277
2025,7,6,110,11,0.1669
2025,7,6,110,14,0.4666
2025,7,6,110,7,0.2388
2024,4,3,110,1,0.1204
2024,4,3,110,6,0.3355
2024,4,3,110,14,0.3341
2024,4,3,110,15,0.21
2025,6,4,200,4,0.15
2025,6,4,200,12,0.2178
2025,6,4,200,10,0.1942
2025,6,4,200,3,0.1722
2025,6,4,200,2,0.1425
2025,6,4,200,5,0.1233
2024,9,7,120,6,0.189
2024,9,7,120,10,0.2147
2024,9,7,120,4,0.0988
2024,9,7,120,8,0.186
2024,9,7,120,2,0.3115
2024,3,12,100,3,0.1991
2024,3,12,100,5,0.2169
2024,3,12,100,7,0.2326
2024,3,12,100,2,0.3514
2024,12,4,130,5,0.137
2024,12,4,130,10,0.2897
2024,12,4,130,14,0.1315
2024,12,4,130,3,0.2825
2024,12,4,130,7,0.1593
2024,1,11,210,15,0.1485
2024,1,11,210,10,0.1668
2024,1,11,210,9,0.1307
2024,1,11,210,14,0.2289
2024,1,11,210,8,0.1494
2024,1,11,210,12,0.0351
2024,1,11,210,6,0.1406
2024,11,13,130,5,0.4145
2024,11,13,130,12,0.4115
2024,11,13,130,10,0.174
2024,11,6,130,11,0.1401
2024,11,6,130,10,0.3492
2024,11,6,130,7,0.5107
2025,11,6,130,7,0.6226
2025,11,6,130,5,0.3585
2025,11,6,130,16,0.0189
2024,6,10,110,9,0.3537
2024,6,10,110,14,0.2148
2024,6,10,110,16,0.1088
2024,6,10,110,5,0.3227
2025,7,7,210,12,0.0326
2025,7,7,210,7,0.0316
2025,7,7,210,2,0.2202
2025,7,7,210,14,0.2074
2025,7,7,210,6,0.0148
2025,7,7,210,15,0.2251
2025,7,7,210,9,0.1112
2025,7,7,210,11,0.1571
2024,10,5,130,9,0.0461
2024,10,5,130,16,0.0158
2024,10,5,130,1,0.3187
2024,10,5,130,6,0.2027
2024,10,5,130,4,0.4167
2024,3,1,110,8,0.3593
2024,3,1,110,1,0.066
2024,3,1,110,4,0.3312
2024,3,1,110,16,0.2435
2025,10,14,130,3,0.0769
2025,10,14,130,9,0.1236
2025,10,14,130,7,0.2366
2025,10,14,130,11,0.1132
2025,10,14,130,13,0.2332
2025,10,14,130,16,0.2165
2024,6,11,130,5,0.1498
2024,6,11,130,11,0.499
2024,6,11,130,2,0.3512
2025,11,6,100,16,0.0391
2025,11,6,100,9,0.3246
2025,11,6,100,13,0.0637
2025,11,6,100,14,0.5726
2025,11,1,200,12,0.2138
2025,11,1,200,10,0.1567
2025,11,1,200,14,0.1471
2025,11,1,200,9,0.1357
2025,11,1,200,6,0.3467
2025,12,17,130,1,0.4993
2025,12,17,130,3,0.3978
2025,12,17,130,11,0.1029
2024,1,4,120,3,0.2731
2024,1,4,120,16,0.1477
2024,1,4,120,11,0.2262
2024,1,4,120,9,0.353
2025,12,4,210,9,0.1616
2025,12,4,210,7,0.0952
2025,12,4,210,10,0.1648
2025,12,4,210,12,0.2734
2025,12,4,210,14,0.305
2024,2,20,210,10,0.0217
2024,2,20,210,8,0.0602
2024,2,20,210,1,0.1845
2024,2,20,210,6,0.2228
2024,2,20,210,3,0.1478
2024,2,20,210,14,0.2371
2024,2,20,210,4,0.1259
2025,3,20,100,6,0.1233
2025,3,20,100,4,0.231
2025,3,20,100,12,0.0299
2025,3,20,100,3,0.1043
2025,3,20,100,1,0.2057
2025,3,20,100,15,0.1133
2025,3,20,100,7,0.0917
2025,3,20,100,10,0.1008
2024,9,19,200,11,0.2487
2024,9,19,200,3,0.183
2024,9,19,200,8,0.0379
2024,9,19,200,15,0.1281
2024,9,19,200,9,0.2312
2024,9,19,200,14,0.1137
2024,9,19,200,7,0.0574
2025,4,16,100,15,0.0745
2025,4,16,100,2,0.2199
2025,4,16,100,12,0.3374
2025,4,16,100,1,0.1089
2025,4,16,100,7,0.2593
2025,7,10,200,12,0.1996
2025,7,10,200,8,0.198
2025,7,10,200,4,0.1053
2025,7,10,200,6,0.1498
2025,7,10,200,7,0.1784
2025,7,10,200,3,0.013
2025,7,10,200,14,0.0769
2025,7,10,200,11,0.079
2025,6,15,110,16,0.1005
2025,6,15,110,4,0.2896
2025,6,15,110,1,0.3756
2025,6,15,110,3,0.0775
2025,6,15,110,8,0.1568
2024,12,3,200,1,0.1992
2024,12,3,200,5,0.2533
2024,12,3,200,12,0.0864
2024,12,3,200,3,0.0881
2024,12,3,200,15,0.237
2024,12,3,200,16,0.136
2024,8,19,120,8,0.0228
2024,8,19,120,10,0.0911
2024,8,19,120,13,0.2128
2024,8,19,120,16,0.1178
2024,8,19,120,14,0.2091
2024,8,19,120,11,0.0788
2024,8,19,120,1,0.1279
2024,8,19,120,5,0.1397
2024,8,16,110,13,0.1595
2024,8,16,110,14,0.2544
2024,8,16,110,11,0.2983
2024,8,16,110,8,0.1038
2024,8,16,110,4,0.184
2025,3,5,110,9,0.3803
2025,3,5,110,16,0.283
2025,3,5,110,11,0.1294
2025,3,5,110,5,0.1062
2025,3,5,110,12,0.1011
2024,2,6,100,6,0.4242
2024,2,6,100,5,0.2481
2024,2,6,100,9,0.3277
2025,7,11,120,15,0.1966
2025,7,11,120,1,0.1218
2025,7,11,120,16,0.124
2025,7,11,120,11,0.176
2025,7,11,120,7,0.2005
2025,7,11,120,3,0.0882
2025,7,11,120,4,0.0066
2025,7,11,120,5,0.0863
2024,4,16,100,11,0.1957
2024,4,16,100,4,0.0098
2024,4,16,100,1,0.0399
2024,4,16,100,2,0.2452
2024,4,16,100,3,0.1715
2024,4,16,100,14,0.031
2024,4,16,100,15,0.258
2024,4,16,100,10,0.0489
2024,9,1,120,8,0.2395
2024,9,1,120,6,0.1229
2024,9,1,120,7,0.3404
2024,9,1,120,9,0.2972
2025,9,19,130,2,0.0178
2025,9,19,130,9,0.1228
2025,9,19,130,11,0.8594
2025,5,6,130,15,0.1571
2025,5,6,130,5,0.3208
2025,5,6,130,14,0.0168
2025,5,6,130,13,0.5053
2024,5,6,100,16,0.2623
2024,5,6,100,3,0.2434
2024,5,6,100,9,0.0961
2024,5,6,100,13,0.1134
2024,5,6,100,8,0.1632
2024,5,6,100,2,0.1216
2025,9,4,200,10,0.1549
2025,9,4,200,6,0.2653
2025,9,4,200,8,0.0069
2025,9,4,200,15,0.0931
2025,9,4,200,16,0.2436
2025,9,4,200,13,0.0652
2025,9,4,200,12,0.171
2025,5,7,200,3,0.1953
2025,5,7,200,8,0.3325
2025,5,7,200,2,0.3635
2025,5,7,200,5,0.1087
2025,3,3,110,8,0.5344
2025,3,3,110,10,0.3913
2025,3,3,110,6,0.0743
2024,3,19,200,12,0.0419
2024,3,19,200,3,0.1938
2024,3,19,200,13,0.1007
2024,3,19,200,1,0.08
2024,3,19,200,8,0.223
2024,3,19,200,11,0.1558
2024,3,19,200,9,0.1812
2024,3,19,200,10,0.0236
2025,1,19,100,16,0.0769
2025,1,19,100,5,0.4153
2025,1,19,100,12,0.0209
2025,1,19,100,15,0.4169
2025,1,19,100,6,0.07
2024,6,15,130,13,0.1897
2024,6,15,130,16,0.1421
2024,6,15,130,10,0.078
2024,6,15,130,5,0.0147
2024,6,15,130,8,0.2137
2024,6,15,130,4,0.0941
2024,6,15,130,1,0.2229
2024,6,15,130,9,0.0448
2024,12,9,100,6,0.462
2024,12,9,100,12,0.1503
2024,12,9,100,5,0.3877
2025,1,12,110,7,0.1164
2025,1,12,110,13,0.336
2025,1,12,110,16,0.316
2025,1,12,110,4,0.2316
2025,5,13,210,6,0.1304
2025,5,13,210,13,0.8125
2025,5,13,210,12,0.0571
2024,2,19,210,6,0.1791
2024,2,19,210,16,0.0714
2024,2,19,210,8,0.2068
2024,2,19,210,10,0.1538
2024,2,19,210,15,0.064
2024,2,19,210,13,0.0345
2024,2,19,210,11,0.2305
2024,2,19,210,1,0.0599
2024,9,17,110,11,0.0424
2024,9,17,110,5,0.4412
2024,9,17,110,7,0.0426
2024,9,17,110,1,0.4738
2024,1,6,200,7,0.4348
2024,1,6,200,13,0.4283
2024,1,6,200,5,0.1369
2025,6,17,210,12,0.1738
2025,6,17,210,8,0.0707
2025,6,17,210,2,0.1856
2025,6,17,210,4,0.2198
2025,6,17,210,13,0.035
2025,6,17,210,10,0.1984
2025,6,17,210,11,0.1167
2024,1,6,120,4,0.0266
2024,1,6,120,13,0.1699
2024,1,6,120,2,0.0887
2024,1,6,120,3,0.7148
2024,12,7,210,3,0.1549
2024,12,7,210,4,0.4589
2024,12,7,210,1,0.2993
2024,12,7,210,2,0.0869
2025,4,16,210,2,0.1216
2025,4,16,210,9,0.1319
2025,4,16,210,15,0.2591
2025,4,16,210,11,0.0505
2025,4,16,210,14,0.0374
2025,4,16,210,16,0.1831
2025,4,16,210,10,0.2164
2024,10,15,100,2,0.0802
2024,10,15,100,9,0.2414
2024,10,15,100,3,0.182
2024,10,15,100,16,0.1743
2024,10,15,100,11,0.0236
2024,10,15,100,4,0.2401
2024,10,15,100,12,0.0584
2024,11,13,200,13,0.2863
2024,11,13,200,8,0.0267
2024,11,13,200,1,0.2696
2024,11,13,200,5,0.0684
2024,11,13,200,12,0.1721
2024,11,13,200,2,0.1769
2025,11,15,100,4,0.0864
2025,11,15,100,15,0.2334
2025,11,15,100,9,0.0302
2025,11,15,100,13,0.1944
2025,11,15,100,8,0.2105
2025,11,15,100,5,0.0062
2025,11,15,100,1,0.2389
2025,1,15,200,9,0.3213
2025,1,15,200,13,0.0243
2025,1,15,200,5,0.4307
2025,1,15,200,10,0.2237
2024,11,15,100,16,0.0918
2024,11,15,100,13,0.1861
2024,11,15,100,7,0.0948
2024,11,15,100,6,0.2275
2024,11,15,100,1,0.1215
2024,11,15,100,8,0.0598
2024,11,15,100,11,0.2185
2024,9,16,210,7,0.1469
2024,9,16,210,2,0.0187
2024,9,16,210,16,0.1962
2024,9,16,210,1,0.1355
2024,9,16,210,4,0.197
2024,9,16,210,11,0.0111
2024,9,16,210,8,0.1554
2024,9,16,210,9,0.1392
2024,8,3,130,1,0.3153
2024,8,3,130,4,0.0754
2024,8,3,130,13,0.1556
2024,8,3,130,10,0.3188
2024,8,3,130,14,0.0083
2024,8,3,130,7,0.1266
2024,11,12,120,9,0.0714
2024,11,12,120,7,0.2082
2024,11,12,120,10,0.287
2024,11,12,120,15,0.0721
2024,11,12,120,13,0.2007
2024,11,12,120,11,0.0172
2024,11,12,120,14,0.1434
2025,2,16,110,11,0.1242
2025,2,16,110,9,0.022
2025,2,16,110,14,0.1906
2025,2,16,110,1,0.113
2025,2,16,110,13,0.0979
2025,2,16,110,10,0.0976
2025,2,16,110,8,0.0139
2025,2,16,110,2,0.3408
2025,3,2,210,16,0.251
2025,3,2,210,5,0.1998
2025,3,2,210,15,0.2255
2025,3,2,210,12,0.2356
2025,3,2,210,9,0.0881
2024,7,2,110,1,0.0557
2024,7,2,110,14,0.3334
2024,7,2,110,10,0.1273
2024,7,2,110,8,0.2123
2024,7,2,110,3,0.2713
2024,6,14,200,12,0.035
2024,6,14,200,9,0.1279
2024,6,14,200,6,0.1487
2024,6,14,200,16,0.1588
2024,6,14,200,5,0.13
2024,6,14,200,14,0.1603
2024,6,14,200,11,0.1529
2024,6,14,200,2,0.0864
2025,2,17,120,8,0.3352
2025,2,17,120,7,0.1233
2025,2,17,120,16,0.4247
2025,2,17,120,9,0.1168
2024,1,3,210,7,0.1904
2024,1,3,210,3,0.1127
2024,1,3,210,4,0.1203
2024,1,3,210,9,0.1422
2024,1,3,210,1,0.1133
2024,1,3,210,12,0.2462
2024,1,3,210,5,0.0749
2024,12,6,200,16,0.2979
2024,12,6,200,12,0.0536
2024,12,6,200,5,0.0234
2024,12,6,200,2,0.1383
2024,12,6,200,7,0.2774
2024,12,6,200,4,0.2094
2025,8,19,120,15,0.0941
2025,8,19,120,8,0.2767
2025,8,19,120,7,0.2331
2025,8,19,120,1,0.3961
2025,1,15,100,9,0.0748
2025,1,15,100,5,0.4134
2025,1,15,100,13,0.5118
2024,2,5,110,10,0.1279
2024,2,5,110,12,0.0281
2024,2,5,110,4,0.0729
2024,2,5,110,15,0.2178
2024,2,5,110,7,0.2042
2024,2,5,110,2,0.2084
2024,2,5,110,11,0.0181
2024,2,5,110,13,0.1226
2024,1,20,130,13,0.3721
2024,1,20,130,12,0.1625
2024,1,20,130,15,0.3372
2024,1,20,130,1,0.1282
2025,6,12,130,9,0.2443
2025,6,12,130,3,0.0956
2025,6,12,130,12,0.1897
2025,6,12,130,7,0.2329
2025,6,12,130,16,0.2375
2024,10,5,110,16,0.3153
2024,10,5,110,8,0.0775
2024,10,5,110,2,0.3428
2024,10,5,110,5,0.2644
2024,8,19,200,11,0.0115
2024,8,19,200,5,0.0924
2024,8,19,200,6,0.0028
2024,8,19,200,10,0.0345
2024,8,19,200,14,0.2405
2024,8,19,200,16,0.1655
2024,8,19,200,7,0.3919
2024,8,19,200,13,0.0609
2024,8,6,100,8,0.2045
2024,8,6,100,9,0.3159
2024,8,6,100,7,0.2392
2024,8,6,100,13,0.2404
2024,1,1,130,15,0.0983
2024,1,1,130,12,0.1209
2024,1,1,130,14,0.1606
2024,1,1,130,13,0.1731
2024,1,1,130,4,0.0597
2024,1,1,130,7,0.1247
2024,1,1,130,9,0.0828
2024,1,1,130,16,0.1799
2025,1,9,210,7,0.0302
2025,1,9,210,5,0.2427
2025,1,9,210,1,0.3223
2025,1,9,210,13,0.0118
2025,1,9,210,12,0.0403
2025,1,9,210,10,0.0672
2025,1,9,210,11,0.2855
2025,8,18,210,1,0.0794
2025,8,18,210,4,0.0858
2025,8,18,210,5,0.275
2025,8,18,210,9,0.3033
2025,8,18,210,11,0.2565
2024,9,11,100,1,0.1404
2024,9,11,100,12,0.3959
2024,9,11,100,7,0.4637
2024,10,14,200,11,0.0544
2024,10,14,200,15,0.1306
2024,10,14,200,12,0.0825
2024,10,14,200,2,0.1228
2024,10,14,200,5,0.0626
2024,10,14,200,3,0.178
2024,10,14,200,10,0.209
2024,10,14,200,6,0.1601
2024,1,8,120,12,0.0696
2024,1,8,120,14,0.0032
2024,1,8,120,7,0.0049
2024,1,8,120,3,0.1713
2024,1,8,120,8,0.384
2024,1,8,120,6,0.367
2024,10,11,110,3,0.2809
2024,10,11,110,11,0.1286
2024,10,11,110,8,0.0742
2024,10,11,110,4,0.1262
2024,10,11,110,5,0.0474
