monat,jahr,meldestelle_code,tarifverbund_id,ticket_code,anzahl,preis_eur,umsatz_eur,gueltig_ab,plz
6,2024,MS-DUS-001,9,1,122,49.0,5978.0,2024-03-19,22802
11,2024,MS-DRS-003,6,5,137,39.0,5343.0,2025-01-18,25539
4,2024,MS-BER-004,12,1,220,49.0,10780.0,2025-03-11,96661
2,2025,MS-STR-004,18,3,64,63.0,4032.0,2024-08-15,1613
2,2024,MS-HAJ-002,3,3,121,63.0,7623.0,2025-08-11,8961
6,2025,MS-STR-004,3,2,149,58.0,8642.0,2025-07-19,6592
5,2024,MS-DUI-001,6,2,6,58.0,348.0,2024-07-03,12421
6,2024,MS-FRA-002,2,5,155,39.0,6045.0,2025-11-27,74229
2,2024,MS-BRE-003,13,5,5,39.0,195.0,2024-05-03,27884
10,2025,MS-BRE-002,6,3,16,63.0,1008.0,2024-12-01,7778
8,2024,MS-STR-001,5,3,196,63.0,12348.0,2025-09-06,20311
10,2024,MS-DUS-004,8,1,68,49.0,3332.0,2025-12-05,9406
6,2024,MS-BER-006,6,4,69,49.0,3381.0,2025-09-06,85796
4,2024,MS-NUE-004,8,5,250,39.0,9750.0,2024-10-15,55858
11,2024,MS-STR-001,16,4,95,49.0,4655.0,2024-09-20,42385
3,2025,MS-NUE-004,12,5,9,39.0,351.0,2024-07-14,50451
9,2024,MS-LEJ-006,9,1,78,49.0,3822.0,2025-07-23,86465
3,2024,MS-DUI-002,2,5,86,39.0,3354.0,2024-01-21,55682
5,2024,MS-HAJ-004,16,1,90,49.0,4410.0,2025-08-21,25568
2,2025,MS-NUE-004,5,2,124,58.0,7192.0,2025-05-14,27748
1,2024,MS-DUI-005,2,4,69,49.0,3381.0,2024-10-22,65743
10,2025,MS-STR-001,19,1,182,49.0,8918.0,2024-03-14,66777
8,2024,MS-STR-004,1,1,56,49.0,2744.0,2025-12-28,65743
7,2025,MS-HAJ-006,17,3,239,63.0,15057.0,2025-06-26,80320
11,2025,MS-HAJ-001,7,4,80,49.0,3920.0,2024-10-11,18940
7,2025,MS-LEJ-002,1,4,39,49.0,1911.0,2024-08-12,84133
12,2025,MS-HAM-001,10,4,72,49.0,3528.0,2024-04-16,28144
9,2024,MS-HAM-007,18,1,54,49.0,2646.0,2025-03-22,13563
9,2024,MS-CGN-001,12,2,207,58.0,12006.0,2025-06-30,3875
1,2025,MS-DTM-002,7,5,68,39.0,2652.0,2025-01-08,27242
1,2025,MS-MUC-004,13,5,203,39.0,7917.0,2025-12-26,56402
8,2025,MS-LEJ-001,5,4,112,49.0,5488.0,2025-07-28,36808
4,2024,MS-HAM-006,14,2,107,58.0,6206.0,2025-04-26,14203
8,2024,MS-DTM-003,5,3,218,63.0,13734.0,2025-10-25,16608
4,2024,MS-ESS-001,8,4,103,49.0,5047.0,2024-10-01,27884
10,2024,MS-FRA-007,1,2,249,58.0,14442.0,2025-10-01,9849
4,2025,MS-DUI-003,12,2,194,58.0,11252.0,2025-12-15,85796
9,2024,MS-NUE-001,12,2,51,58.0,2958.0,2025-09-06,19117
4,2025,MS-DUS-004,1,1,26,49.0,1274.0,2024-09-17,18706
12,2025,MS-DTM-001,15,3,74,63.0,4662.0,2025-05-16,40474
8,2025,MS-BER-005,9,5,248,39.0,9672.0,2025-09-22,25828
8,2025,MS-NUE-001,3,5,84,39.0,3276.0,2025-01-08,89073
10,2025,MS-DRS-005,15,2,161,58.0,9338.0,2025-01-29,22994
11,2024,MS-FRA-004,9,1,92,49.0,4508.0,2025-04-26,44806
9,2025,MS-DUI-001,4,1,137,49.0,6713.0,2024-01-21,55560
12,2024,MS-HAJ-002,11,4,164,49.0,8036.0,2025-10-16,36004
1,2024,MS-DRS-004,6,1,234,49.0,11466.0,2025-12-02,12631
11,2025,MS-DRS-002,3,4,248,49.0,12152.0,2025-08-13,17590
7,2024,MS-DTM-003,17,4,51,49.0,2499.0,2024-08-25,86465
5,2024,MS-HAM-002,4,1,72,49.0,3528.0,2025-07-04,56744
9,2025,MS-LEJ-007,15,1,245,49.0,12005.0,2024-05-28,71986
8,2025,MS-CGN-002,18,1,146,49.0,7154.0,2024-05-27,8909
3,2024,MS-HAJ-001,18,5,169,39.0,6591.0,2025-06-30,13652
11,2025,MS-CGN-003,9,5,249,39.0,9711.0,2025-11-20,15597
10,2024,MS-LEJ-005,1,5,79,39.0,3081.0,2024-04-12,6699
11,2025,MS-NUE-004,11,3,54,63.0,3402.0,2025-04-21,6383
1,2024,MS-DUS-002,7,4,235,49.0,11515.0,2025-03-02,45314
9,2024,MS-DTM-004,12,5,108,39.0,4212.0,2025-05-20,24921
2,2025,MS-BRE-002,20,3,70,63.0,4410.0,2025-07-14,6787
5,2024,MS-DTM-002,1,1,20,49.0,980.0,2024-10-05,24480
6,2025,MS-LEJ-006,2,2,66,58.0,3828.0,2024-05-05,21510
5,2025,MS-BER-006,15,5,129,39.0,5031.0,2024-06-11,16294
9,2025,MS-CGN-002,6,5,133,39.0,5187.0,2025-11-08,56744
3,2025,MS-DRS-002,7,3,71,63.0,4473.0,2025-08-25,6784
10,2025,MS-DUI-003,5,3,34,63.0,2142.0,2025-10-19,17561
12,2025,MS-FRA-003,14,4,166,49.0,8134.0,2024-11-25,35699
12,2025,MS-ESS-004,17,4,219,49.0,10731.0,2025-07-27,6957
11,2024,MS-DRS-005,3,1,219,49.0,10731.0,2025-12-18,55768
10,2024,MS-MUC-005,12,5,19,39.0,741.0,2025-03-16,6763
8,2025,MS-MUC-002,18,3,54,63.0,3402.0,2025-02-14,24102
8,2024,MS-DUS-004,8,1,70,49.0,3430.0,2024-03-03,27884
7,2025,MS-HAM-001,2,3,35,63.0,2205.0,2024-07-24,26840
11,2025,MS-LEJ-004,16,4,95,49.0,4655.0,2024-05-31,66220
8,2024,MS-MUC-001,5,4,152,49.0,7448.0,2025-12-24,8590
2,2025,MS-BRE-003,14,2,194,58.0,11252.0,2024-11-29,25641
5,2025,MS-FRA-001,15,2,150,58.0,8700.0,2025-09-14,25539
4,2025,MS-HAJ-004,18,1,129,49.0,6321.0,2025-02-20,66859
3,2025,MS-CGN-003,15,1,41,49.0,2009.0,2024-12-22,55280
2,2024,MS-LEJ-004,8,5,22,39.0,858.0,2024-11-22,11365
7,2025,MS-DUS-001,16,2,90,58.0,5220.0,2025-03-04,22481
7,2025,MS-DRS-003,17,2,172,58.0,9976.0,2024-02-15,2421
7,2024,MS-DUI-006,1,4,182,49.0,8918.0,2024-04-20,54274
1,2025,MS-FRA-002,13,1,65,49.0,3185.0,2024-09-20,25283
4,2025,MS-HAM-005,5,2,207,58.0,12006.0,2025-11-19,20670
7,2025,MS-BRE-003,14,4,87,49.0,4263.0,2024-10-20,4052
6,2024,MS-STR-001,6,3,45,63.0,2835.0,2025-10-04,3880
12,2024,MS-LEJ-006,19,3,61,63.0,3843.0,2024-12-08,43804
9,2024,MS-BRE-002,3,4,145,49.0,7105.0,2025-11-12,25945
9,2025,MS-HAM-002,8,5,13,39.0,507.0,2024-12-06,66405
3,2024,MS-MUC-001,8,4,203,49.0,9947.0,2025-03-30,19370
5,2025,MS-ESS-003,11,3,39,63.0,2457.0,2025-02-22,26934
2,2025,MS-BER-004,15,1,193,49.0,9457.0,2024-12-22,3198
8,2025,MS-BER-002,12,2,164,58.0,9512.0,2025-01-17,24480
9,2025,MS-HAJ-002,9,3,28,63.0,1764.0,2024-05-09,8263
6,2024,MS-DUI-002,19,5,155,39.0,6045.0,2025-03-20,4052
6,2024,MS-NUE-004,13,5,43,39.0,1677.0,2025-02-12,35931
7,2025,MS-BER-004,2,4,170,49.0,8330.0,2024-07-10,56725
2,2025,MS-ESS-004,3,4,209,49.0,10241.0,2025-08-24,8363
12,2025,MS-ESS-004,3,5,56,39.0,2184.0,2025-05-01,13327
10,2025,MS-DTM-005,7,1,218,49.0,10682.0,2024-06-25,66241
5,2024,MS-STR-004,11,5,170,39.0,6630.0,2024-01-21,2845
10,2024,MS-HAJ-002,14,2,33,58.0,1914.0,2024-07-21,34961
2,2025,MS-LEJ-004,9,4,24,49.0,1176.0,2024-11-23,28162
6,2025,MS-STR-003,5,2,37,58.0,2146.0,2025-11-22,60955
1,2025,MS-HAJ-004,4,1,32,49.0,1568.0,2024-10-03,10285
3,2024,MS-DUI-001,15,1,162,49.0,7938.0,2025-07-25,14956
1,2025,MS-NUE-004,20,3,68,63.0,4284.0,2025-04-03,8159
9,2025,MS-MUC-002,5,4,136,49.0,6664.0,2024-04-22,66124
1,2024,MS-BER-002,17,1,87,49.0,4263.0,2025-06-11,16017
6,2024,MS-HAJ-004,2,5,35,39.0,1365.0,2024-10-01,25701
4,2024,MS-DUS-003,1,3,13,63.0,819.0,2025-07-20,8842
12,2024,MS-BER-007,11,4,247,49.0,12103.0,2025-12-28,48153
11,2025,MS-HAJ-005,14,5,156,39.0,6084.0,2024-02-08,17605
2,2024,MS-STR-002,3,1,110,49.0,5390.0,2025-12-19,90774
7,2025,MS-BER-003,5,1,46,49.0,2254.0,2024-10-24,82536
7,2025,MS-STR-005,5,5,34,39.0,1326.0,2024-06-01,6032
10,2025,MS-HAJ-006,7,4,203,49.0,9947.0,2024-06-11,21510
5,2025,MS-DUI-006,17,5,205,39.0,7995.0,2024-09-26,16294
10,2025,MS-HAM-003,6,4,6,49.0,294.0,2025-08-15,28162
4,2024,MS-FRA-007,3,3,195,63.0,12285.0,2025-03-19,89453
11,2025,MS-ESS-003,16,1,199,49.0,9751.0,2025-03-05,95851
8,2025,MS-HAJ-004,4,2,10,58.0,580.0,2024-10-19,19469
1,2025,MS-DTM-001,8,5,150,39.0,5850.0,2025-11-22,8963
5,2025,MS-HAM-006,13,3,95,63.0,5985.0,2024-02-10,10285
3,2025,MS-NUE-005,11,2,208,58.0,12064.0,2024-05-13,8159
4,2024,MS-BER-003,16,2,74,58.0,4292.0,2025-07-19,12777
5,2025,MS-HAM-006,6,4,30,49.0,1470.0,2024-08-10,2845
6,2025,MS-HAJ-001,9,3,144,63.0,9072.0,2025-02-10,30610
12,2024,MS-DTM-004,17,2,152,58.0,8816.0,2024-09-08,55280
9,2024,MS-FRA-007,12,3,167,63.0,10521.0,2024-10-12,27423
9,2025,MS-HAJ-006,12,5,144,39.0,5616.0,2025-06-06,30966
1,2024,MS-BRE-002,20,4,100,49.0,4900.0,2025-01-25,19902
3,2024,MS-LEJ-001,20,4,212,49.0,10388.0,2024-05-25,66229
12,2025,MS-CGN-002,5,2,111,58.0,6438.0,2025-07-05,41210
3,2024,MS-DRS-004,11,2,236,58.0,13688.0,2024-09-17,26970
10,2024,MS-DUI-004,12,3,167,63.0,10521.0,2025-04-26,19848
3,2024,MS-MUC-004,17,1,27,49.0,1323.0,2025-04-10,10646
11,2024,MS-BER-004,14,2,149,58.0,8642.0,2024-10-30,75147
3,2024,MS-LEJ-003,19,3,73,63.0,4599.0,2025-04-10,43804
11,2025,MS-FRA-006,9,1,230,49.0,11270.0,2025-10-19,36827
10,2024,MS-HAM-003,1,2,52,58.0,3016.0,2024-09-01,8590
9,2024,MS-BRE-002,14,4,224,49.0,10976.0,2025-08-09,7666
7,2024,MS-BRE-001,16,3,125,63.0,7875.0,2025-05-08,2465
1,2024,MS-HAM-006,3,1,80,49.0,3920.0,2024-01-02,15646
9,2024,MS-STR-004,8,4,221,49.0,10829.0,2025-07-25,28790
1,2025,MS-HAM-004,18,4,125,49.0,6125.0,2025-12-29,66927
11,2025,MS-FRA-007,7,3,41,63.0,2583.0,2024-05-16,55526
10,2024,MS-FRA-007,20,2,39,58.0,2262.0,2024-09-27,29690
8,2025,MS-DRS-005,15,2,121,58.0,7018.0,2025-04-12,36652
8,2025,MS-ESS-001,2,2,32,58.0,1856.0,2025-11-05,13327
3,2025,MS-HAM-005,4,3,139,63.0,8757.0,2024-11-12,95271
4,2024,MS-LEJ-002,7,5,63,39.0,2457.0,2025-08-19,80320
9,2025,MS-HAJ-003,10,2,212,58.0,12296.0,2024-01-17,7778
8,2025,MS-DTM-005,19,5,68,39.0,2652.0,2025-01-12,8444
8,2025,MS-DRS-004,2,4,152,49.0,7448.0,2025-12-19,6669
11,2024,MS-DUI-002,6,5,92,39.0,3588.0,2024-09-04,28435
3,2024,MS-DTM-003,10,4,25,49.0,1225.0,2025-03-05,6784
10,2025,MS-DUS-004,14,4,170,49.0,8330.0,2025-04-08,10255
9,2024,MS-NUE-005,17,4,60,49.0,2940.0,2025-02-28,8544
4,2024,MS-NUE-006,11,5,188,39.0,7332.0,2024-10-24,8311
10,2025,MS-MUC-004,3,1,187,49.0,9163.0,2025-07-27,56725
3,2025,MS-STR-001,11,1,27,49.0,1323.0,2025-09-25,62291
4,2025,MS-HAJ-002,16,5,113,39.0,4407.0,2024-05-20,82981
9,2024,MS-DUI-001,13,3,79,63.0,4977.0,2025-07-30,19970
11,2025,MS-DRS-003,19,1,186,49.0,9114.0,2025-05-05,16608
3,2024,MS-BER-003,2,5,188,39.0,7332.0,2025-10-22,30966
1,2024,MS-HAM-006,9,2,134,58.0,7772.0,2025-02-21,5470
10,2025,MS-HAM-001,13,2,86,58.0,4988.0,2024-03-28,54349
6,2025,MS-DUI-002,11,1,69,49.0,3381.0,2025-08-19,9261
10,2024,MS-LEJ-004,15,1,166,49.0,8134.0,2025-12-15,3662
11,2024,MS-HAJ-004,1,1,187,49.0,9163.0,2024-09-28,17698
9,2025,MS-DRS-005,6,3,45,63.0,2835.0,2025-11-05,28953
11,2025,MS-DUS-004,19,4,113,49.0,5537.0,2024-12-23,6956
10,2024,MS-DTM-001,17,2,223,58.0,12934.0,2024-02-15,70248
8,2024,MS-MUC-002,19,4,44,49.0,2156.0,2024-12-05,20311
11,2024,MS-FRA-006,9,2,199,58.0,11542.0,2024-08-28,56278
7,2024,MS-DRS-003,12,4,179,49.0,8771.0,2025-05-10,10646
4,2025,MS-STR-004,5,4,209,49.0,10241.0,2024-12-08,13000
6,2025,MS-BER-007,7,1,7,49.0,343.0,2024-11-02,6418
10,2025,MS-HAM-005,9,1,125,49.0,6125.0,2025-05-03,20282
9,2024,MS-BER-004,14,1,245,49.0,12005.0,2025-11-07,17474
8,2024,MS-STR-005,13,4,232,49.0,11368.0,2025-12-25,90539
11,2025,MS-DUS-001,16,2,208,58.0,12064.0,2024-04-02,66326
3,2024,MS-DUS-004,8,3,104,63.0,6552.0,2025-03-09,14468
12,2024,MS-BER-007,7,2,94,58.0,5452.0,2024-07-20,89206
12,2025,MS-MUC-005,12,3,141,63.0,8883.0,2025-04-01,6541
8,2025,MS-FRA-005,11,1,126,49.0,6174.0,2025-07-27,7778
12,2024,MS-HAM-001,16,2,138,58.0,8004.0,2025-12-06,43804
8,2025,MS-LEJ-003,9,4,196,49.0,9604.0,2025-11-25,21422
11,2024,MS-LEJ-002,3,3,161,63.0,10143.0,2025-12-15,8822
11,2024,MS-LEJ-005,8,1,202,49.0,9898.0,2025-08-09,80320
8,2024,MS-DTM-005,13,3,70,63.0,4410.0,2024-08-16,17436
10,2024,MS-DTM-003,3,5,219,39.0,8541.0,2024-12-10,84133
4,2025,MS-BER-003,2,4,56,49.0,2744.0,2025-02-03,29346
1,2024,MS-ESS-003,3,4,71,49.0,3479.0,2024-02-27,66905
12,2025,MS-HAM-001,10,5,32,39.0,1248.0,2024-04-02,45314
4,2025,MS-DRS-004,8,5,111,39.0,4329.0,2025-01-08,28775
11,2025,MS-CGN-002,20,3,153,63.0,9639.0,2025-07-11,95851
8,2025,MS-DRS-004,2,3,97,63.0,6111.0,2024-11-01,13563
8,2024,MS-HAM-005,6,5,240,39.0,9360.0,2025-09-11,89729
6,2024,MS-DUS-004,18,2,215,58.0,12470.0,2025-05-04,25641
11,2024,MS-MUC-003,19,2,60,58.0,3480.0,2025-12-13,29608
3,2024,MS-LEJ-004,17,5,54,39.0,2106.0,2025-04-27,34185
1,2025,MS-CGN-002,3,2,116,58.0,6728.0,2025-07-12,14956
2,2025,MS-ESS-004,16,4,26,49.0,1274.0,2025-12-10,27702
9,2024,MS-DUS-001,6,3,21,63.0,1323.0,2025-08-27,88359
2,2025,MS-DRS-004,14,3,91,63.0,5733.0,2025-07-25,17610
3,2024,MS-FRA-007,12,3,231,63.0,14553.0,2024-05-12,6836
9,2025,MS-HAJ-001,1,4,54,49.0,2646.0,2024-01-06,5470
3,2024,MS-NUE-003,6,5,242,39.0,9438.0,2024-08-16,41210
3,2025,MS-NUE-002,15,5,161,39.0,6279.0,2025-05-24,29608
12,2025,MS-FRA-003,12,5,171,39.0,6669.0,2025-02-23,56681
3,2025,MS-LEJ-006,17,3,222,63.0,13986.0,2025-05-25,60951
5,2025,MS-ESS-004,11,1,121,49.0,5929.0,2025-12-01,28327
2,2024,MS-BER-002,4,5,247,39.0,9633.0,2024-12-27,6550
9,2024,MS-NUE-002,2,5,127,39.0,4953.0,2024-11-19,97519
6,2025,MS-BER-004,11,5,33,39.0,1287.0,2025-10-28,25945
9,2025,MS-BER-002,4,1,148,49.0,7252.0,2025-10-19,16025
8,2025,MS-DUI-003,16,3,69,63.0,4347.0,2025-05-26,96661
10,2024,MS-FRA-006,15,5,212,39.0,8268.0,2025-07-15,92541
4,2025,MS-LEJ-003,10,4,200,49.0,9800.0,2024-12-04,47484
4,2024,MS-DTM-001,15,4,75,49.0,3675.0,2025-08-10,95561
4,2024,MS-DRS-005,19,2,44,58.0,2552.0,2025-12-10,82536
9,2024,MS-MUC-001,20,1,93,49.0,4557.0,2024-01-01,27690
8,2024,MS-DUS-004,7,5,231,39.0,9009.0,2025-10-16,14935
5,2024,MS-DTM-003,2,3,47,63.0,2961.0,2024-04-28,17610
1,2025,MS-DTM-003,1,3,126,63.0,7938.0,2024-05-13,9406
1,2025,MS-DUI-006,16,5,114,39.0,4446.0,2024-06-16,17185
5,2024,MS-ESS-003,19,4,120,49.0,5880.0,2024-08-29,95561
1,2025,MS-NUE-006,18,3,153,63.0,9639.0,2024-04-27,19525
8,2024,MS-DTM-001,16,2,104,58.0,6032.0,2025-03-22,75532
10,2024,MS-BRE-003,17,5,94,39.0,3666.0,2025-06-20,66424
9,2025,MS-DUI-003,12,3,120,63.0,7560.0,2024-04-29,60887
11,2024,MS-DUI-005,18,3,250,63.0,15750.0,2024-09-25,35246
2,2025,MS-BRE-002,8,5,86,39.0,3354.0,2024-07-04,55178
5,2025,MS-DRS-005,16,4,76,49.0,3724.0,2024-08-30,85292
2,2024,MS-MUC-005,8,5,75,39.0,2925.0,2025-06-11,66083
6,2025,MS-LEJ-003,3,5,25,39.0,975.0,2025-07-15,7062
6,2025,MS-LEJ-001,16,5,227,39.0,8853.0,2025-11-15,16057
3,2024,MS-FRA-002,20,1,168,49.0,8232.0,2024-01-30,21277
10,2025,MS-BER-002,11,3,94,63.0,5922.0,2024-04-26,85292
7,2024,MS-DTM-004,18,3,77,63.0,4851.0,2024-02-03,55768
10,2024,MS-FRA-007,9,3,241,63.0,15183.0,2024-07-08,36808
3,2025,MS-DRS-004,4,2,53,58.0,3074.0,2025-09-16,44712
1,2024,MS-LEJ-006,11,2,56,58.0,3248.0,2025-01-15,28435
10,2025,MS-DRS-004,11,5,176,39.0,6864.0,2025-07-08,25523
3,2025,MS-HAJ-003,6,1,157,49.0,7693.0,2025-02-17,24360
9,2025,MS-HAJ-001,11,4,134,49.0,6566.0,2025-10-29,15646
12,2024,MS-DRS-004,7,4,223,49.0,10927.0,2025-03-11,35931
10,2024,MS-DRS-004,15,2,153,58.0,8874.0,2025-10-18,10346
7,2024,MS-LEJ-003,14,1,150,49.0,7350.0,2025-05-26,1613
9,2025,MS-DTM-004,11,1,207,49.0,10143.0,2024-02-26,6740
5,2025,MS-ESS-004,2,4,185,49.0,9065.0,2024-05-23,17610
3,2025,MS-DUI-005,1,1,9,49.0,441.0,2025-03-28,19902
12,2024,MS-FRA-002,5,4,96,49.0,4704.0,2024-05-31,66952
6,2024,MS-DUS-004,13,2,9,58.0,522.0,2024-12-06,19970
11,2025,MS-HAM-004,12,4,132,49.0,6468.0,2024-05-03,22802
8,2025,MS-DTM-003,7,5,146,39.0,5694.0,2025-03-28,28046
11,2025,MS-DTM-003,18,1,188,49.0,9212.0,2025-08-27,16608
11,2025,MS-BER-005,17,5,82,39.0,3198.0,2024-01-08,10676
12,2025,MS-DTM-003,7,5,211,39.0,8229.0,2024-01-03,75532
12,2024,MS-LEJ-004,11,5,165,39.0,6435.0,2025-05-03,27423
9,2025,MS-FRA-006,20,3,13,63.0,819.0,2025-04-09,8842
6,2024,MS-HAM-004,7,1,109,49.0,5341.0,2025-09-12,90774
3,2025,MS-HAM-002,5,5,32,39.0,1248.0,2024-11-21,89206
9,2024,MS-DRS-001,1,2,128,58.0,7424.0,2025-06-17,55682
8,2024,MS-NUE-005,18,2,33,58.0,1914.0,2024-10-22,6550
5,2024,MS-HAM-004,8,4,31,49.0,1519.0,2025-05-05,51310
7,2024,MS-FRA-003,19,1,217,49.0,10633.0,2025-06-25,88592
1,2024,MS-LEJ-006,18,3,179,63.0,11277.0,2025-05-28,45314
9,2025,MS-MUC-002,14,4,46,49.0,2254.0,2024-07-22,14956
7,2025,MS-ESS-001,14,1,244,49.0,11956.0,2025-02-12,66927
6,2025,MS-ESS-002,19,3,119,63.0,7497.0,2024-09-06,8590
5,2025,MS-HAM-006,1,3,246,63.0,15498.0,2025-10-16,2845
8,2025,MS-MUC-003,12,1,80,49.0,3920.0,2024-02-10,28631
12,2025,MS-NUE-001,20,5,145,39.0,5655.0,2024-03-07,25720
6,2025,MS-HAJ-006,15,2,59,58.0,3422.0,2024-12-16,66243
6,2025,MS-DRS-004,5,1,139,49.0,6811.0,2024-01-22,28846
2,2025,MS-BER-003,10,1,99,49.0,4851.0,2024-03-01,66293
10,2025,MS-STR-003,4,4,102,49.0,4998.0,2024-01-15,14203
7,2024,MS-MUC-001,3,3,167,63.0,10521.0,2025-01-10,19390
7,2025,MS-HAM-005,8,3,9,63.0,567.0,2025-12-22,35699
11,2025,MS-ESS-003,2,1,15,49.0,735.0,2024-11-15,56725
1,2025,MS-NUE-003,19,2,38,58.0,2204.0,2025-10-03,66019
7,2024,MS-NUE-006,20,1,242,49.0,11858.0,2025-10-28,89729
10,2025,MS-DTM-002,20,2,90,58.0,5220.0,2025-03-23,3868
12,2025,MS-HAJ-003,2,2,206,58.0,11948.0,2025-11-02,84133
9,2024,MS-FRA-006,13,3,129,63.0,8127.0,2024-05-23,28046
6,2025,MS-DTM-004,17,1,129,49.0,6321.0,2024-02-09,10255
4,2024,MS-ESS-002,3,3,228,63.0,14364.0,2025-10-20,5470
5,2024,MS-DUS-001,20,4,107,49.0,5243.0,2025-12-20,35931
1,2024,MS-BER-005,9,3,59,63.0,3717.0,2025-08-28,6787
5,2024,MS-NUE-003,18,4,131,49.0,6419.0,2025-10-09,28046
2,2025,MS-DTM-001,1,5,101,39.0,3939.0,2024-04-22,8352
1,2025,MS-NUE-005,19,5,246,39.0,9594.0,2025-04-03,42385
8,2024,MS-BER-002,19,5,34,39.0,1326.0,2025-02-11,96344
4,2024,MS-BER-003,8,5,80,39.0,3120.0,2025-01-23,18343
11,2024,MS-FRA-002,18,1,98,49.0,4802.0,2024-02-25,30702
5,2025,MS-DTM-004,9,4,103,49.0,5047.0,2024-06-06,89453
4,2025,MS-MUC-001,5,3,61,63.0,3843.0,2025-03-07,28068
8,2024,MS-LEJ-005,19,5,120,39.0,4680.0,2025-02-08,28790
10,2024,MS-ESS-003,16,5,246,39.0,9594.0,2024-11-12,12777
6,2025,MS-BER-005,18,1,166,49.0,8134.0,2025-07-31,9767
2,2025,MS-DRS-003,8,2,27,58.0,1566.0,2024-12-10,8473
2,2025,MS-BRE-001,2,3,49,63.0,3087.0,2025-01-26,22603
5,2025,MS-DRS-001,3,4,90,49.0,4410.0,2024-02-07,35246
2,2025,MS-LEJ-001,6,4,71,49.0,3479.0,2024-10-17,70248
10,2024,MS-LEJ-007,20,3,191,63.0,12033.0,2025-01-12,65743
11,2024,MS-NUE-006,4,2,243,58.0,14094.0,2025-04-19,19370
5,2024,MS-DUI-003,17,4,217,49.0,10633.0,2025-03-14,27702
10,2024,MS-FRA-003,18,2,118,58.0,6844.0,2024-09-09,17185
6,2025,MS-CGN-003,10,2,214,58.0,12412.0,2025-05-01,3662
1,2025,MS-HAJ-001,10,1,84,49.0,4116.0,2025-03-23,60955
1,2025,MS-CGN-003,14,1,53,49.0,2597.0,2024-12-26,28350
3,2025,MS-DTM-004,12,3,103,63.0,6489.0,2024-03-29,19370
3,2024,MS-BRE-002,5,1,58,49.0,2842.0,2025-06-30,36602
12,2024,MS-ESS-004,12,1,220,49.0,10780.0,2024-01-10,19469
5,2025,MS-MUC-003,12,2,226,58.0,13108.0,2025-05-07,55178
6,2024,MS-LEJ-005,18,5,168,39.0,6552.0,2024-03-04,11365
11,2025,MS-HAJ-006,6,1,117,49.0,5733.0,2024-06-09,66777
3,2024,MS-LEJ-004,7,2,83,58.0,4814.0,2024-02-03,6763
11,2024,MS-DUI-006,7,4,140,49.0,6860.0,2024-04-17,9282
3,2024,MS-LEJ-006,16,2,120,58.0,6960.0,2024-09-10,47484
7,2024,MS-MUC-003,15,4,239,49.0,11711.0,2025-03-15,85292
7,2025,MS-DUI-005,11,5,208,39.0,8112.0,2025-06-04,30966
7,2025,MS-NUE-001,15,4,197,49.0,9653.0,2024-10-28,15597
10,2024,MS-DUS-004,9,5,161,39.0,6279.0,2024-07-17,22709
7,2024,MS-HAJ-001,12,4,45,49.0,2205.0,2025-02-16,95561
12,2025,MS-DUI-004,1,3,63,63.0,3969.0,2025-02-18,3868
8,2025,MS-HAJ-003,7,2,13,58.0,754.0,2024-07-14,20282
2,2025,MS-FRA-005,4,4,120,49.0,5880.0,2025-09-03,25254
4,2025,MS-DTM-001,2,2,146,58.0,8468.0,2025-11-27,13136
4,2024,MS-FRA-004,4,3,208,63.0,13104.0,2025-11-11,6541
9,2024,MS-BER-003,4,4,108,49.0,5292.0,2024-10-13,19119
3,2024,MS-STR-003,14,2,142,58.0,8236.0,2024-02-29,26697
9,2024,MS-HAJ-006,20,3,249,63.0,15687.0,2024-07-17,21422
6,2024,MS-DUS-002,8,5,128,39.0,4992.0,2025-07-11,22994
8,2025,MS-STR-003,9,1,225,49.0,11025.0,2024-11-21,17006
1,2024,MS-LEJ-002,14,1,133,49.0,6517.0,2025-03-06,27732
12,2024,MS-LEJ-002,12,1,79,49.0,3871.0,2025-02-10,24687
7,2024,MS-FRA-001,5,3,225,63.0,14175.0,2025-05-21,15646
3,2024,MS-ESS-001,4,5,183,39.0,7137.0,2024-05-29,92541
4,2024,MS-ESS-001,2,4,37,49.0,1813.0,2024-03-07,21277
1,2025,MS-HAM-003,11,4,221,49.0,10829.0,2025-09-20,17436
11,2025,MS-BER-003,13,2,186,58.0,10788.0,2025-09-21,10255
1,2024,MS-NUE-005,20,4,169,49.0,8281.0,2024-12-28,27740
9,2025,MS-LEJ-004,14,3,17,63.0,1071.0,2025-06-30,49272
9,2025,MS-HAM-005,13,5,243,39.0,9477.0,2025-11-20,27605
5,2024,MS-BER-006,15,2,125,58.0,7250.0,2024-07-19,22481
2,2025,MS-DUS-002,7,5,9,39.0,351.0,2024-07-18,19759
10,2024,MS-CGN-001,1,1,92,49.0,4508.0,2025-11-11,95851
7,2024,MS-BER-006,16,1,166,49.0,8134.0,2024-06-30,3880
8,2025,MS-DUS-003,17,3,233,63.0,14679.0,2025-10-30,66952
2,2024,MS-STR-001,6,4,63,49.0,3087.0,2025-06-29,30610
3,2025,MS-CGN-001,20,2,49,58.0,2842.0,2024-05-18,19469
11,2025,MS-FRA-001,11,3,14,63.0,882.0,2024-04-24,55858
9,2024,MS-DUS-004,16,3,79,63.0,4977.0,2024-08-28,5706
