log_id,dateiname,schritt,level,nachricht,fehler_details,erstellt_von_user_id,erstellt_am,geaendert_von_user_id,geaendert_am
366,SONSTIGE_ANGEBOTE_TV19_2025_12_final.csv,ingest,info,Verarbeitung gestartet,,,2024-04-20 02:03:23,,
367,TICKET_VERKAEUFE_TV2_2024_06_final.csv,ingest,warning,Verarbeitung mit Warnungen,,36,2024-01-07 00:15:53,18,
368,TICKET_VERKAEUFE_TV11_2024_05_testlauf.csv,validate,info,Verarbeitung gestartet,,,2025-05-21 16:21:56,,2024-11-18 08:07:59
369,TICKET_VERKAEUFE_TV12_2024_03.csv,aggregate,error,Verarbeitung fehlgeschlagen,PLZ ungültig,7,2024-01-02 03:10:04,,2024-11-23 22:17:11
370,SONSTIGE_ANGEBOTE_TV7_2025_06_final.csv,aggregate,info,Verarbeitung gestartet,,75,2025-10-02 21:52:15,,
371,PLAN_UMSATZ_TV4_2024_11.csv,aggregate,info,Verarbeitung gestartet,,73,2024-02-09 18:51:33,,
372,SONSTIGE_ANGEBOTE_TV20_2024_03.csv,ingest,info,Verarbeitung gestartet,,38,2025-02-26 23:02:09,,2025-04-07 01:34:46
373,SONSTIGE_ANGEBOTE_TV4_2025_10.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,53,2025-01-05 21:33:33,45,2024-02-02 23:46:12
374,SONSTIGE_ANGEBOTE_TV12_2025_03_korrigiert.csv,ingest,info,Verarbeitung gestartet,,56,2024-11-16 05:44:20,42,2025-01-19 04:25:22
375,PLAN_UMSATZ_TV12_2024_02_final.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,80,2025-05-07 14:37:56,51,2025-06-23 00:18:43
376,PLAN_UMSATZ_TV8_2024_02_testlauf.csv,validate,success,Verarbeitung erfolgreich,,32,2024-12-26 16:57:47,,
377,TICKET_VERKAEUFE_TV13_2025_07_testlauf.csv,export,info,Verarbeitung gestartet,,5,2025-11-17 18:14:35,,
378,TICKET_VERKAEUFE_TV12_2025_09.csv,aggregate,info,Verarbeitung gestartet,,4,2024-04-25 00:16:45,44,2025-09-19 15:10:16
379,SONSTIGE_ANGEBOTE_TV9_2025_11_v1.csv,export,info,Verarbeitung gestartet,,69,2024-06-11 19:05:03,56,
380,PLAN_UMSATZ_TV16_2025_05.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,46,2025-07-23 21:53:52,50,
381,TICKET_VERKAEUFE_TV14_2024_10.csv,ingest,info,Verarbeitung gestartet,,42,2025-07-23 04:45:45,,
382,PLAN_UMSATZ_TV20_2025_02.csv,validate,warning,Verarbeitung mit Warnungen,,62,2025-07-05 10:57:44,40,
383,TICKET_VERKAEUFE_TV14_2025_06_v1.csv,export,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,78,2024-04-13 02:08:29,27,2024-10-23 23:37:48
384,PLAN_UMSATZ_TV5_2024_06.csv,export,info,Verarbeitung gestartet,,12,2025-01-11 10:01:40,48,
385,PLAN_UMSATZ_TV6_2025_01.csv,ingest,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,63,2024-07-27 17:07:43,,2025-10-18 15:23:03
386,SONSTIGE_ANGEBOTE_TV18_2024_08_v1.csv,export,warning,Verarbeitung mit Warnungen,,73,2024-06-22 16:47:53,,
387,PLAN_UMSATZ_TV6_2024_01.csv,validate,info,Verarbeitung gestartet,,,2024-12-09 07:56:54,,
388,SONSTIGE_ANGEBOTE_TV20_2024_02_v1.csv,aggregate,info,Verarbeitung gestartet,,,2025-03-14 22:04:59,46,
389,TICKET_VERKAEUFE_TV20_2025_06_korrigiert.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,38,2025-07-06 17:23:37,,2024-12-25 09:07:52
390,PLAN_UMSATZ_TV6_2025_07.csv,export,info,Verarbeitung gestartet,,21,2024-03-19 05:28:47,4,
391,TICKET_VERKAEUFE_TV20_2025_06_korrigiert.csv,export,success,Verarbeitung erfolgreich,,65,2024-12-04 07:32:20,,2024-07-01 09:59:03
392,TICKET_VERKAEUFE_TV1_2025_05_korrigiert.csv,ingest,info,Verarbeitung gestartet,,71,2025-07-31 05:55:37,36,
393,PLAN_UMSATZ_TV6_2025_01.csv,ingest,info,Verarbeitung gestartet,,62,2024-11-22 03:50:15,,2025-02-18 10:06:12
394,TICKET_VERKAEUFE_TV16_2024_11_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,34,2025-05-14 05:21:56,,2024-07-18 21:16:50
395,TICKET_VERKAEUFE_TV4_2024_10.csv,export,success,Verarbeitung erfolgreich,,28,2024-03-22 04:23:35,39,2024-10-17 00:00:33
396,PLAN_UMSATZ_TV18_2024_10.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-06-19 07:57:30,,
397,PLAN_UMSATZ_TV10_2025_03_v1.csv,export,success,Verarbeitung erfolgreich,,,2024-11-18 11:37:10,17,2024-01-22 07:35:36
398,TICKET_VERKAEUFE_TV20_2024_10_testlauf.csv,export,success,Verarbeitung erfolgreich,,76,2025-10-16 23:20:24,35,
399,TICKET_VERKAEUFE_TV1_2025_05_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,,2024-12-16 05:58:35,,2025-12-23 07:32:35
400,PLAN_UMSATZ_TV10_2024_05.csv,validate,info,Verarbeitung gestartet,,41,2024-07-04 11:45:38,43,2025-06-16 21:01:23
401,SONSTIGE_ANGEBOTE_TV5_2024_09_korrigiert.csv,ingest,info,Verarbeitung gestartet,,,2024-08-01 16:54:07,,2025-09-17 22:20:09
402,SONSTIGE_ANGEBOTE_TV20_2025_09_final.csv,ingest,info,Verarbeitung gestartet,,42,2025-12-27 00:50:21,,2024-03-28 06:40:16
403,TICKET_VERKAEUFE_TV16_2024_05_v1.csv,ingest,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,4,2024-03-25 00:35:05,,2024-10-11 21:51:03
404,SONSTIGE_ANGEBOTE_TV13_2025_12_testlauf.csv,aggregate,error,Verarbeitung fehlgeschlagen,PLZ ungültig,,2025-12-30 13:33:51,,2024-09-16 19:29:33
405,TICKET_VERKAEUFE_TV12_2024_03_testlauf.csv,ingest,info,Verarbeitung gestartet,,16,2024-02-11 03:01:54,,
406,TICKET_VERKAEUFE_TV19_2024_12.csv,validate,warning,Verarbeitung mit Warnungen,,47,2024-07-21 11:24:26,,
407,PLAN_UMSATZ_TV8_2024_04.csv,validate,info,Verarbeitung gestartet,,44,2025-03-05 08:28:42,,
408,TICKET_VERKAEUFE_TV2_2024_07_korrigiert.csv,ingest,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,40,2024-11-16 10:12:42,,
409,SONSTIGE_ANGEBOTE_TV3_2025_08_final.csv,export,info,Verarbeitung gestartet,,,2025-06-05 19:08:04,,2024-05-16 13:21:46
410,PLAN_UMSATZ_TV8_2024_04.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-08-28 03:16:37,,2025-12-19 12:31:30
411,SONSTIGE_ANGEBOTE_TV8_2024_04.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,55,2024-06-25 14:10:00,,
412,SONSTIGE_ANGEBOTE_TV19_2025_10_testlauf.csv,aggregate,success,Verarbeitung erfolgreich,,,2025-02-24 03:44:29,6,2024-12-02 19:47:58
413,TICKET_VERKAEUFE_TV8_2025_01_testlauf.csv,ingest,info,Verarbeitung gestartet,,,2025-09-22 09:05:06,21,2024-05-08 06:58:43
414,TICKET_VERKAEUFE_TV18_2025_01.csv,ingest,error,Verarbeitung fehlgeschlagen,PLZ ungültig,22,2024-12-22 01:16:07,40,
415,SONSTIGE_ANGEBOTE_TV14_2025_02.csv,validate,info,Verarbeitung gestartet,,70,2025-03-23 02:09:13,66,
416,TICKET_VERKAEUFE_TV7_2025_11.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,16,2024-07-09 23:39:41,,2025-02-23 07:25:34
417,TICKET_VERKAEUFE_TV4_2025_12.csv,export,info,Verarbeitung gestartet,,,2025-11-25 03:02:05,,
418,SONSTIGE_ANGEBOTE_TV18_2024_08_v1.csv,ingest,info,Verarbeitung gestartet,,60,2025-01-08 14:53:44,23,2025-07-16 01:07:48
419,TICKET_VERKAEUFE_TV17_2025_12_testlauf.csv,validate,info,Verarbeitung gestartet,,40,2025-05-04 19:22:55,65,2025-11-20 04:27:04
420,PLAN_UMSATZ_TV17_2025_05.csv,export,info,Verarbeitung gestartet,,33,2024-02-24 13:22:38,25,2025-10-06 15:41:42
421,TICKET_VERKAEUFE_TV8_2025_01_testlauf.csv,aggregate,info,Verarbeitung gestartet,,58,2025-12-10 23:05:21,,2025-08-20 08:11:19
422,SONSTIGE_ANGEBOTE_TV4_2024_03_korrigiert.csv,ingest,info,Verarbeitung gestartet,,38,2024-04-08 03:54:00,,2025-10-17 21:27:26
423,PLAN_UMSATZ_TV15_2024_02_final.csv,export,info,Verarbeitung gestartet,,,2025-05-02 19:30:57,10,
424,PLAN_UMSATZ_TV11_2024_04.csv,ingest,info,Verarbeitung gestartet,,31,2025-02-27 11:35:11,68,
425,TICKET_VERKAEUFE_TV16_2024_02_v1.csv,ingest,info,Verarbeitung gestartet,,,2025-01-18 11:52:50,62,2025-02-23 15:26:38
426,SONSTIGE_ANGEBOTE_TV17_2024_02_final.csv,ingest,info,Verarbeitung gestartet,,73,2024-11-30 16:15:03,,
427,TICKET_VERKAEUFE_TV4_2025_12.csv,aggregate,info,Verarbeitung gestartet,,1,2024-03-24 07:14:50,,
428,PLAN_UMSATZ_TV6_2025_01.csv,validate,info,Verarbeitung gestartet,,,2025-11-30 05:18:03,50,
429,PLAN_UMSATZ_TV19_2025_08.csv,validate,info,Verarbeitung gestartet,,28,2025-01-29 00:19:52,,
430,TICKET_VERKAEUFE_TV5_2024_06.csv,validate,info,Verarbeitung gestartet,,72,2024-11-04 16:51:21,11,
431,PLAN_UMSATZ_TV4_2024_07.csv,export,info,Verarbeitung gestartet,,43,2025-09-27 15:46:06,,
432,PLAN_UMSATZ_TV20_2025_02.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,33,2024-08-27 14:08:46,,
433,SONSTIGE_ANGEBOTE_TV3_2024_12.csv,ingest,info,Verarbeitung gestartet,,22,2024-12-02 23:37:49,,
434,SONSTIGE_ANGEBOTE_TV8_2024_04.csv,aggregate,info,Verarbeitung gestartet,,,2024-12-11 02:53:53,17,2024-09-08 02:04:30
435,PLAN_UMSATZ_TV13_2025_11.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,23,2025-05-07 06:22:56,14,
436,SONSTIGE_ANGEBOTE_TV9_2025_11_v1.csv,validate,info,Verarbeitung gestartet,,24,2024-10-25 00:32:00,,2025-12-26 17:03:34
437,SONSTIGE_ANGEBOTE_TV18_2025_07_final.csv,export,info,Verarbeitung gestartet,,22,2024-08-31 12:54:05,,2024-02-26 00:37:22
438,PLAN_UMSATZ_TV12_2024_02.csv,aggregate,info,Verarbeitung gestartet,,12,2025-08-14 16:02:10,,
439,TICKET_VERKAEUFE_TV4_2024_10.csv,aggregate,warning,Verarbeitung mit Warnungen,,42,2024-05-19 12:10:25,,2025-05-12 21:32:08
440,SONSTIGE_ANGEBOTE_TV14_2025_12_korrigiert.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,59,2025-04-20 05:18:12,73,
441,PLAN_UMSATZ_TV2_2025_03_v1.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,31,2025-01-10 10:07:38,,
442,SONSTIGE_ANGEBOTE_TV11_2025_04_final.csv,ingest,info,Verarbeitung gestartet,,51,2024-07-21 16:46:53,28,
443,SONSTIGE_ANGEBOTE_TV11_2025_04_final.csv,export,info,Verarbeitung gestartet,,,2024-07-05 19:01:03,,2024-09-17 17:14:31
444,PLAN_UMSATZ_TV10_2025_10_v1.csv,validate,info,Verarbeitung gestartet,,15,2025-03-19 15:01:11,80,
445,PLAN_UMSATZ_TV12_2024_02.csv,export,info,Verarbeitung gestartet,,,2024-12-09 00:14:20,,
446,PLAN_UMSATZ_TV10_2025_10_testlauf.csv,validate,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,,2024-01-02 18:15:25,67,
447,SONSTIGE_ANGEBOTE_TV4_2024_07.csv,aggregate,info,Verarbeitung gestartet,,8,2025-09-13 04:34:42,68,
448,PLAN_UMSATZ_TV13_2024_09.csv,ingest,info,Verarbeitung gestartet,,4,2024-10-14 00:39:24,,2025-02-18 11:43:19
449,SONSTIGE_ANGEBOTE_TV8_2024_04.csv,validate,error,Verarbeitung fehlgeschlagen,PLZ ungültig,70,2025-12-17 14:02:50,,2024-06-11 15:44:56
450,TICKET_VERKAEUFE_TV13_2025_08_v1.csv,export,info,Verarbeitung gestartet,,75,2024-08-01 16:25:17,35,2024-07-27 22:31:04
451,TICKET_VERKAEUFE_TV6_2025_06_korrigiert.csv,validate,warning,Verarbeitung mit Warnungen,,44,2025-08-02 15:12:10,,
452,SONSTIGE_ANGEBOTE_TV4_2025_08_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,50,2025-01-22 14:42:53,,2025-04-09 04:32:57
453,SONSTIGE_ANGEBOTE_TV18_2025_07_final.csv,export,info,Verarbeitung gestartet,,41,2025-01-19 00:40:16,9,2025-12-23 19:09:30
454,TICKET_VERKAEUFE_TV12_2024_04.csv,export,info,Verarbeitung gestartet,,,2024-02-12 12:02:04,,
455,TICKET_VERKAEUFE_TV12_2024_04.csv,export,success,Verarbeitung erfolgreich,,42,2025-01-31 07:07:39,36,
456,PLAN_UMSATZ_TV10_2025_10_v1.csv,ingest,info,Verarbeitung gestartet,,15,2024-05-27 20:59:52,65,2025-11-22 13:47:22
457,TICKET_VERKAEUFE_TV9_2025_10_final.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,26,2025-06-23 22:20:34,,
458,TICKET_VERKAEUFE_TV14_2024_03.csv,ingest,info,Verarbeitung gestartet,,17,2024-01-05 11:01:32,,
459,PLAN_UMSATZ_TV5_2025_09_final.csv,aggregate,info,Verarbeitung gestartet,,2,2024-12-31 12:20:07,,
460,PLAN_UMSATZ_TV2_2025_04_testlauf.csv,export,info,Verarbeitung gestartet,,43,2024-12-20 05:11:21,,
461,SONSTIGE_ANGEBOTE_TV9_2024_07_v1.csv,aggregate,info,Verarbeitung gestartet,,60,2025-08-08 23:59:47,12,
462,SONSTIGE_ANGEBOTE_TV8_2025_04.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,50,2024-04-29 14:57:46,61,2025-04-10 00:55:15
463,PLAN_UMSATZ_TV1_2024_04.csv,validate,info,Verarbeitung gestartet,,54,2024-06-16 00:36:47,23,
464,TICKET_VERKAEUFE_TV19_2024_12.csv,export,success,Verarbeitung erfolgreich,,16,2024-08-05 21:42:53,28,2025-07-02 17:03:28
465,PLAN_UMSATZ_TV2_2025_04_testlauf.csv,validate,success,Verarbeitung erfolgreich,,77,2025-06-19 22:44:05,,
466,TICKET_VERKAEUFE_TV12_2024_05_final.csv,validate,error,Verarbeitung fehlgeschlagen,PLZ ungültig,46,2024-09-09 18:50:28,,
467,TICKET_VERKAEUFE_TV13_2025_08_v1.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,60,2025-11-18 06:39:53,72,
468,SONSTIGE_ANGEBOTE_TV12_2024_10_v1.csv,aggregate,info,Verarbeitung gestartet,,1,2025-06-02 03:19:53,,
469,PLAN_UMSATZ_TV17_2024_06.csv,ingest,info,Verarbeitung gestartet,,50,2024-01-14 03:17:47,,
470,TICKET_VERKAEUFE_TV6_2025_06_korrigiert.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,33,2025-10-03 16:14:53,32,2024-08-26 18:59:23
471,TICKET_VERKAEUFE_TV14_2025_06_v1.csv,aggregate,info,Verarbeitung gestartet,,34,2025-12-08 04:21:11,69,2024-02-27 08:33:27
472,PLAN_UMSATZ_TV9_2024_09_testlauf.csv,export,info,Verarbeitung gestartet,,70,2024-05-09 03:33:15,46,
473,SONSTIGE_ANGEBOTE_TV7_2024_08_v1.csv,ingest,info,Verarbeitung gestartet,,56,2024-02-05 01:52:12,10,2025-06-13 14:22:29
474,TICKET_VERKAEUFE_TV2_2024_07_korrigiert.csv,export,info,Verarbeitung gestartet,,29,2025-12-05 10:41:15,27,
475,PLAN_UMSATZ_TV6_2025_07_final.csv,export,success,Verarbeitung erfolgreich,,39,2025-12-16 21:01:41,,
476,SONSTIGE_ANGEBOTE_TV9_2025_11_final.csv,validate,info,Verarbeitung gestartet,,,2025-10-02 12:39:53,,
477,SONSTIGE_ANGEBOTE_TV10_2024_05_v1.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,20,2025-11-29 18:49:27,63,
478,PLAN_UMSATZ_TV2_2025_03_v1.csv,aggregate,info,Verarbeitung gestartet,,47,2024-11-05 16:50:40,,
479,SONSTIGE_ANGEBOTE_TV20_2025_09_final.csv,export,info,Verarbeitung gestartet,,,2025-11-14 10:38:01,,
480,TICKET_VERKAEUFE_TV13_2025_07_testlauf.csv,aggregate,info,Verarbeitung gestartet,,,2024-08-05 12:29:16,,2024-10-19 17:50:49
481,TICKET_VERKAEUFE_TV13_2025_07_testlauf.csv,ingest,warning,Verarbeitung mit Warnungen,,32,2025-04-20 15:06:19,,
482,PLAN_UMSATZ_TV4_2025_12.csv,validate,info,Verarbeitung gestartet,,30,2024-06-27 21:34:57,25,
483,PLAN_UMSATZ_TV9_2024_07.csv,ingest,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,6,2024-05-24 02:36:54,,
484,SONSTIGE_ANGEBOTE_TV14_2025_12_korrigiert.csv,validate,warning,Verarbeitung mit Warnungen,,46,2025-01-31 12:47:05,26,
485,SONSTIGE_ANGEBOTE_TV17_2024_06_v1.csv,aggregate,info,Verarbeitung gestartet,,33,2025-07-12 00:31:53,1,
486,PLAN_UMSATZ_TV17_2024_07.csv,ingest,info,Verarbeitung gestartet,,20,2025-11-17 01:32:55,,
487,SONSTIGE_ANGEBOTE_TV1_2025_08_korrigiert.csv,export,warning,Verarbeitung mit Warnungen,,57,2024-04-17 08:00:29,,
488,PLAN_UMSATZ_TV12_2024_02.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,70,2025-01-04 09:19:04,61,
489,PLAN_UMSATZ_TV4_2025_04.csv,validate,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,48,2025-12-19 17:54:34,,
490,TICKET_VERKAEUFE_TV4_2024_06_testlauf.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,73,2025-05-17 10:33:23,,2025-03-31 22:58:52
491,SONSTIGE_ANGEBOTE_TV10_2024_05_v1.csv,export,info,Verarbeitung gestartet,,10,2024-11-08 10:15:27,77,
492,SONSTIGE_ANGEBOTE_TV12_2025_03_korrigiert.csv,export,info,Verarbeitung gestartet,,,2025-05-30 05:42:49,39,
493,PLAN_UMSATZ_TV9_2024_09_testlauf.csv,export,info,Verarbeitung gestartet,,53,2025-11-30 18:15:06,,
494,SONSTIGE_ANGEBOTE_TV8_2025_09.csv,validate,info,Verarbeitung gestartet,,3,2025-12-12 10:47:38,,
495,SONSTIGE_ANGEBOTE_TV1_2025_08_korrigiert.csv,ingest,info,Verarbeitung gestartet,,8,2025-10-25 22:09:20,,2024-08-24 20:17:05
496,PLAN_UMSATZ_TV20_2025_08_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,,2025-09-24 07:49:12,,2025-04-13 18:34:09
497,PLAN_UMSATZ_TV19_2024_02_korrigiert.csv,aggregate,success,Verarbeitung erfolgreich,,1,2024-12-09 06:59:52,,2025-07-30 17:40:43
498,TICKET_VERKAEUFE_TV2_2024_07_korrigiert.csv,ingest,success,Verarbeitung erfolgreich,,42,2025-09-11 16:55:58,34,2024-02-01 10:48:48
499,PLAN_UMSATZ_TV17_2024_06.csv,aggregate,info,Verarbeitung gestartet,,65,2025-10-05 18:49:34,,
500,SONSTIGE_ANGEBOTE_TV12_2025_03_korrigiert.csv,validate,info,Verarbeitung gestartet,,10,2024-11-05 14:54:49,,2025-01-17 11:27:38
501,TICKET_VERKAEUFE_TV10_2025_06_korrigiert.csv,ingest,info,Verarbeitung gestartet,,2,2025-12-25 19:04:12,,
502,SONSTIGE_ANGEBOTE_TV16_2025_10.csv,validate,error,Verarbeitung fehlgeschlagen,PLZ ungültig,67,2024-08-14 01:24:41,,
503,SONSTIGE_ANGEBOTE_TV20_2025_09_final.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,76,2025-12-26 12:32:19,,
504,PLAN_UMSATZ_TV4_2025_12.csv,aggregate,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,15,2025-04-24 02:56:08,61,2024-12-11 17:59:17
505,PLAN_UMSATZ_TV16_2025_05.csv,export,success,Verarbeitung erfolgreich,,57,2024-01-07 17:11:06,,
506,SONSTIGE_ANGEBOTE_TV19_2025_12_final.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,43,2024-04-27 07:21:09,59,
507,SONSTIGE_ANGEBOTE_TV4_2025_08_korrigiert.csv,export,info,Verarbeitung gestartet,,63,2024-07-19 07:02:58,,
508,PLAN_UMSATZ_TV6_2024_11_korrigiert.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,15,2024-06-13 17:39:20,,
509,SONSTIGE_ANGEBOTE_TV9_2024_10_testlauf.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,6,2025-06-27 22:28:10,,2024-02-14 23:51:18
510,PLAN_UMSATZ_TV10_2024_05.csv,ingest,info,Verarbeitung gestartet,,58,2025-09-11 15:07:14,,
511,TICKET_VERKAEUFE_TV4_2025_12.csv,export,info,Verarbeitung gestartet,,25,2025-08-29 11:45:00,11,
512,PLAN_UMSATZ_TV7_2025_06_korrigiert.csv,ingest,info,Verarbeitung gestartet,,16,2024-12-31 09:11:11,6,2025-03-29 06:57:04
513,SONSTIGE_ANGEBOTE_TV12_2025_03_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,24,2024-06-10 11:29:48,57,2024-02-27 04:20:15
514,SONSTIGE_ANGEBOTE_TV7_2024_11_v1.csv,export,info,Verarbeitung gestartet,,35,2024-01-30 14:41:28,7,2024-09-21 10:17:45
515,TICKET_VERKAEUFE_TV14_2024_01_testlauf.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,14,2024-11-27 02:00:27,,
516,PLAN_UMSATZ_TV3_2024_12_v1.csv,ingest,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,,2025-02-03 14:30:26,8,
517,SONSTIGE_ANGEBOTE_TV7_2025_02_final.csv,export,warning,Verarbeitung mit Warnungen,,52,2025-11-10 13:26:42,,2025-11-03 11:57:32
518,PLAN_UMSATZ_TV8_2024_04.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,66,2024-03-18 18:06:04,47,2025-03-08 02:23:07
519,SONSTIGE_ANGEBOTE_TV8_2025_01.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-11-28 23:53:48,,
520,SONSTIGE_ANGEBOTE_TV3_2024_01_v1.csv,aggregate,info,Verarbeitung gestartet,,5,2024-10-21 12:04:38,,
521,SONSTIGE_ANGEBOTE_TV15_2025_04.csv,aggregate,warning,Verarbeitung mit Warnungen,,11,2025-04-18 04:52:44,25,2024-07-22 19:13:51
522,PLAN_UMSATZ_TV18_2024_10.csv,aggregate,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,48,2024-03-08 12:52:54,,2024-09-03 23:37:21
523,PLAN_UMSATZ_TV17_2025_04.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,55,2025-02-14 07:57:45,,2025-05-18 15:28:22
524,PLAN_UMSATZ_TV8_2025_02_final.csv,export,info,Verarbeitung gestartet,,,2024-06-20 01:09:02,,
525,TICKET_VERKAEUFE_TV14_2024_02.csv,aggregate,info,Verarbeitung gestartet,,59,2025-05-07 09:07:11,,2024-10-31 02:31:21
526,PLAN_UMSATZ_TV9_2024_01.csv,aggregate,warning,Verarbeitung mit Warnungen,,43,2025-01-09 20:53:25,,2025-08-13 07:55:45
527,TICKET_VERKAEUFE_TV11_2024_05_testlauf.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,80,2024-06-23 09:35:56,,
528,TICKET_VERKAEUFE_TV10_2024_11_v1.csv,ingest,info,Verarbeitung gestartet,,68,2024-06-29 06:57:36,15,2024-05-14 20:37:55
529,SONSTIGE_ANGEBOTE_TV11_2024_08_korrigiert.csv,export,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,67,2024-08-15 05:06:32,,
530,TICKET_VERKAEUFE_TV7_2024_01.csv,ingest,info,Verarbeitung gestartet,,,2024-03-22 13:52:52,77,2025-10-20 06:19:46
531,TICKET_VERKAEUFE_TV6_2025_06_korrigiert.csv,validate,info,Verarbeitung gestartet,,75,2024-05-27 18:16:27,6,
532,TICKET_VERKAEUFE_TV14_2024_02.csv,validate,error,Verarbeitung fehlgeschlagen,PLZ ungültig,35,2025-09-20 08:42:31,,
533,TICKET_VERKAEUFE_TV2_2025_03.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-07-02 21:01:25,,2024-04-22 18:40:04
534,TICKET_VERKAEUFE_TV12_2025_09.csv,aggregate,info,Verarbeitung gestartet,,,2025-04-11 09:37:14,44,2024-05-27 02:37:24
535,PLAN_UMSATZ_TV5_2024_05.csv,aggregate,info,Verarbeitung gestartet,,40,2024-05-28 11:04:11,9,
536,SONSTIGE_ANGEBOTE_TV1_2025_08_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,62,2025-01-08 11:16:55,,
537,PLAN_UMSATZ_TV18_2024_08_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,,2025-06-29 15:26:40,73,2024-12-31 18:42:53
538,TICKET_VERKAEUFE_TV11_2024_06.csv,ingest,info,Verarbeitung gestartet,,,2025-09-06 08:25:39,,
539,PLAN_UMSATZ_TV17_2025_05.csv,aggregate,warning,Verarbeitung mit Warnungen,,4,2024-09-28 08:33:51,9,
540,SONSTIGE_ANGEBOTE_TV4_2024_07.csv,ingest,info,Verarbeitung gestartet,,47,2024-02-09 17:06:21,66,
541,SONSTIGE_ANGEBOTE_TV9_2025_11_v1.csv,aggregate,info,Verarbeitung gestartet,,72,2025-05-07 21:58:07,,
542,PLAN_UMSATZ_TV12_2024_02_final.csv,validate,info,Verarbeitung gestartet,,46,2025-12-31 18:48:49,,
543,TICKET_VERKAEUFE_TV18_2025_04.csv,aggregate,info,Verarbeitung gestartet,,41,2024-06-29 16:03:32,,
544,SONSTIGE_ANGEBOTE_TV9_2024_10_testlauf.csv,export,warning,Verarbeitung mit Warnungen,,74,2025-03-10 05:57:39,,
545,TICKET_VERKAEUFE_TV3_2024_08.csv,validate,info,Verarbeitung gestartet,,,2025-12-21 19:51:30,,2025-07-21 07:51:21
546,TICKET_VERKAEUFE_TV2_2024_11_testlauf.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,41,2024-11-19 14:25:36,,2025-01-07 22:49:46
547,SONSTIGE_ANGEBOTE_TV9_2024_01_final.csv,ingest,info,Verarbeitung gestartet,,21,2024-09-07 05:11:36,,
